sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,chip_antibody,tissue,supplementary_files_format_and_content,biosample,sra
human_whitematter_h3k27ac_2,ChIP,Homo sapiens,SINGLE,SRA,SRR10162191,SRX6887584,Human_WhiteMatter_H3K27ac_2,GSM4089121,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human White Matter,Homo sapiens,9606,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089121,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089121/suppl/GSM4089121_Human_WhiteMatter_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089121/suppl/GSM4089121_Human_WhiteMatter_H3K27ac_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887584,,Human White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818074,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887584
human_whitematter_h3k27ac_3,ChIP,Homo sapiens,SINGLE,SRA,SRR10162192,SRX6887585,Human_WhiteMatter_H3K27ac_3,GSM4089122,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human White Matter,Homo sapiens,9606,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089122,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089122/suppl/GSM4089122_Human_WhiteMatter_H3K27ac_3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089122/suppl/GSM4089122_Human_WhiteMatter_H3K27ac_3_peaks.narrowPeak.gz,GSE130871,0,SRX6887585,,Human White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818073,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887585
chimpanzee_whitematter_h3k27ac_1,ChIP,Pan troglodytes,SINGLE,SRA,SRR10162193,SRX6887586,Chimpanzee_WhiteMatter_H3K27ac_1,GSM4089123,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee White Matter,Pan troglodytes,9598,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089123,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089123/suppl/GSM4089123_Chimpanzee_WhiteMatter_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089123/suppl/GSM4089123_Chimpanzee_WhiteMatter_H3K27ac_1_peaks.narrowPeak.gz,GSE130871,0,SRX6887586,,Chimpanzee White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818072,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887586
chimpanzee_whitematter_h3k27ac_2,ChIP,Pan troglodytes,SINGLE,SRA,SRR10162194,SRX6887587,Chimpanzee_WhiteMatter_H3K27ac_2,GSM4089124,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee White Matter,Pan troglodytes,9598,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089124,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089124/suppl/GSM4089124_Chimpanzee_WhiteMatter_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089124/suppl/GSM4089124_Chimpanzee_WhiteMatter_H3K27ac_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887587,,Chimpanzee White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818071,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887587
chimpanzee_whitematter_h3k27ac_3,ChIP,Pan troglodytes,SINGLE,SRA,SRR10162195,SRX6887588,Chimpanzee_WhiteMatter_H3K27ac_3,GSM4089125,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee White Matter,Pan troglodytes,9598,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089125,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089125/suppl/GSM4089125_Chimpanzee_WhiteMatter_H3K27ac_3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089125/suppl/GSM4089125_Chimpanzee_WhiteMatter_H3K27ac_3_peaks.narrowPeak.gz,GSE130871,0,SRX6887588,,Chimpanzee White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818070,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887588
macaque_whitematter_h3k27ac_1,ChIP,Macaca mulatta,SINGLE,SRA,SRR10162196,SRX6887589,Macaque_WhiteMatter_H3K27ac_1,GSM4089126,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Macaque White Matter,Macaca mulatta,9544,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21120,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089126,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089126/suppl/GSM4089126_Macaque_WhiteMatter_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089126/suppl/GSM4089126_Macaque_WhiteMatter_H3K27ac_1_peaks.narrowPeak.gz,GSE130871,0,SRX6887589,,Macaque White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818069,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887589
macaque_whitematter_h3k27ac_2,ChIP,Macaca mulatta,SINGLE,SRA,SRR10162197,SRX6887590,Macaque_WhiteMatter_H3K27ac_2,GSM4089127,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Macaque White Matter,Macaca mulatta,9544,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21120,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089127,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089127/suppl/GSM4089127_Macaque_WhiteMatter_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089127/suppl/GSM4089127_Macaque_WhiteMatter_H3K27ac_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887590,,Macaque White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818068,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887590
macaque_whitematter_h3k27ac_3,ChIP,Macaca mulatta,SINGLE,SRA,SRR10162198,SRX6887591,Macaque_WhiteMatter_H3K27ac_3,GSM4089128,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Macaque White Matter,Macaca mulatta,9544,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL21120,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089128,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089128/suppl/GSM4089128_Macaque_WhiteMatter_H3K27ac_3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089128/suppl/GSM4089128_Macaque_WhiteMatter_H3K27ac_3_peaks.narrowPeak.gz,GSE130871,0,SRX6887591,,Macaque White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818067,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887591
marmoset_whitematter_h3k27ac_1,ChIP,Callithrix jacchus,SINGLE,SRA,SRR10162199,SRX6887592,Marmoset_WhiteMatter_H3K27ac_1,GSM4089129,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Marmoset White Matter,Callithrix jacchus,9483,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL26636,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089129,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089129/suppl/GSM4089129_Marmoset_WhiteMatter_H3K27ac_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089129/suppl/GSM4089129_Marmoset_WhiteMatter_H3K27ac_1_peaks.narrowPeak.gz,GSE130871,0,SRX6887592,,Marmoset White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818066,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887592
marmoset_whitematter_h3k27ac_2,ChIP,Callithrix jacchus,SINGLE,SRA,SRR10162200,SRX6887593,Marmoset_WhiteMatter_H3K27ac_2,GSM4089130,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Marmoset White Matter,Callithrix jacchus,9483,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL26636,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089130,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089130/suppl/GSM4089130_Marmoset_WhiteMatter_H3K27ac_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089130/suppl/GSM4089130_Marmoset_WhiteMatter_H3K27ac_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887593,,Marmoset White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818065,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887593
marmoset_whitematter_h3k27ac_3,ChIP,Callithrix jacchus,SINGLE,SRA,SRR10162201,SRX6887594,Marmoset_WhiteMatter_H3K27ac_3,GSM4089131,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Marmoset White Matter,Callithrix jacchus,9483,genomic DNA,TruSeq DNA sample preparation kit (Illumina),GPL26636,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4089131,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089131/suppl/GSM4089131_Marmoset_WhiteMatter_H3K27ac_3.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089131/suppl/GSM4089131_Marmoset_WhiteMatter_H3K27ac_3_peaks.narrowPeak.gz,GSE130871,0,SRX6887594,,Marmoset White Matter,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818064,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887594
human_prefrontalcortex_neunnegative_atac_1,other,Homo sapiens,SINGLE,SRA,SRR10162202,SRX6887595,Human_PrefrontalCortex_NeuNnegative_ATAC_1,GSM4089132,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human Prefrontal Cortex,Homo sapiens,9606,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089132,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089132/suppl/GSM4089132_Human_PrefrontalCortex_NeuNnegative_ATAC_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089132/suppl/GSM4089132_Human_PrefrontalCortex_NeuNnegative_ATAC_1_peaks.narrowPeak.gz,GSE130871,0,SRX6887595,,Human Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818063,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887595
human_prefrontalcortex_neunpositive_atac_1,other,Homo sapiens,SINGLE,SRA,SRR10162203,SRX6887596,Human_PrefrontalCortex_NeuNpositive_ATAC_1,GSM4089133,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human Prefrontal Cortex,Homo sapiens,9606,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089133,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089133/suppl/GSM4089133_Human_PrefrontalCortex_NeuNpositive_ATAC_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089133/suppl/GSM4089133_Human_PrefrontalCortex_NeuNpositive_ATAC_1_peaks.narrowPeak.gz,GSE130871,0,SRX6887596,,Human Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818062,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887596
human_prefrontalcortex_neunnegative_atac_2,other,Homo sapiens,SINGLE,SRA,SRR10162204,SRX6887597,Human_PrefrontalCortex_NeuNnegative_ATAC_2,GSM4089134,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human Prefrontal Cortex,Homo sapiens,9606,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089134,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089134/suppl/GSM4089134_Human_PrefrontalCortex_NeuNnegative_ATAC_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089134/suppl/GSM4089134_Human_PrefrontalCortex_NeuNnegative_ATAC_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887597,,Human Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818061,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887597
human_prefrontalcortex_neunpositive_atac_2,other,Homo sapiens,SINGLE,SRA,SRR10162205,SRX6887598,Human_PrefrontalCortex_NeuNpositive_ATAC_2,GSM4089135,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Human Prefrontal Cortex,Homo sapiens,9606,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL18573,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089135,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089135/suppl/GSM4089135_Human_PrefrontalCortex_NeuNpositive_ATAC_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089135/suppl/GSM4089135_Human_PrefrontalCortex_NeuNpositive_ATAC_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887598,,Human Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818060,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887598
chimpanzee_prefrontalcortex_neunnegative_atac_4,other,Pan troglodytes,SINGLE,SRA,SRR10162206,SRX6887599,Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_4,GSM4089136,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee Prefrontal Cortex,Pan troglodytes,9598,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089136,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089136/suppl/GSM4089136_Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_4.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089136/suppl/GSM4089136_Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_4_peaks.narrowPeak.gz,GSE130871,0,SRX6887599,,Chimpanzee Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818059,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887599
chimpanzee_prefrontalcortex_neunpositive_atac_4,other,Pan troglodytes,SINGLE,SRA,SRR10162207,SRX6887600,Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_4,GSM4089137,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee Prefrontal Cortex,Pan troglodytes,9598,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089137,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089137/suppl/GSM4089137_Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_4.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089137/suppl/GSM4089137_Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_4_peaks.narrowPeak.gz,GSE130871,0,SRX6887600,,Chimpanzee Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818058,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887600
chimpanzee_prefrontalcortex_neunnegative_atac_5,other,Pan troglodytes,SINGLE,SRA,SRR10162208,SRX6887601,Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_5,GSM4089138,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee Prefrontal Cortex,Pan troglodytes,9598,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089138,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089138/suppl/GSM4089138_Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_5.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089138/suppl/GSM4089138_Chimpanzee_PrefrontalCortex_NeuNnegative_ATAC_5_peaks.narrowPeak.gz,GSE130871,0,SRX6887601,,Chimpanzee Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818054,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887601
chimpanzee_prefrontalcortex_neunpositive_atac_5,other,Pan troglodytes,SINGLE,SRA,SRR10162209,SRX6887602,Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_5,GSM4089139,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Chimpanzee Prefrontal Cortex,Pan troglodytes,9598,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21121,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089139,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089139/suppl/GSM4089139_Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_5.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089139/suppl/GSM4089139_Chimpanzee_PrefrontalCortex_NeuNpositive_ATAC_5_peaks.narrowPeak.gz,GSE130871,0,SRX6887602,,Chimpanzee Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818053,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887602
macaque_prefrontalcortex_neunnegative_atac_2,other,Macaca mulatta,SINGLE,SRA,SRR10162210,SRX6887603,Macaque_PrefrontalCortex_NeuNnegative_ATAC_2,GSM4089140,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Macaque Prefrontal Cortex,Macaca mulatta,9544,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21120,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089140,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089140/suppl/GSM4089140_Macaque_PrefrontalCortex_NeuNnegative_ATAC_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089140/suppl/GSM4089140_Macaque_PrefrontalCortex_NeuNnegative_ATAC_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887603,,Macaque Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818052,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887603
macaque_prefrontalcortex_neunpositive_atac_2,other,Macaca mulatta,SINGLE,SRA,SRR10162211,SRX6887604,Macaque_PrefrontalCortex_NeuNpositive_ATAC_2,GSM4089141,Public on Dec 20 2019,Sep 23 2019,Dec 20 2019,SRA,1,Macaque Prefrontal Cortex,Macaca mulatta,9544,genomic DNA,NEBNext High-Fidelity PCR (NEB),GPL21120,"Menno,P,Creyghton",m.creyghton@hubrecht.eu,Creyghton,Hubrecht Institute,Uppsalalaan 8,Utrecht,3584 CT,Netherlands,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM4089141,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089141/suppl/GSM4089141_Macaque_PrefrontalCortex_NeuNpositive_ATAC_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4089nnn/GSM4089141/suppl/GSM4089141_Macaque_PrefrontalCortex_NeuNpositive_ATAC_2_peaks.narrowPeak.gz,GSE130871,0,SRX6887604,,Macaque Prefrontal Cortex,ChIP-seq and ATAC-seq peaks called by MACS2 are in _peaks.narrowPeak; H3K27ac and ATAC bigwig files are in .bw,https://www.ncbi.nlm.nih.gov/biosample/SAMN12818057,https://www.ncbi.nlm.nih.gov/sra?term=SRX6887604
