sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_supplementary_file_3,sample_supplementary_file_4,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,treatment,assembly,supplementary_files_format_and_content,biosample,sra
har_ddseq_1_ddseq_h1_,,,,,,,HAR ddseq 1 (ddSEQ H1),GSM7102965,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved PBMC cells were quickly thawed in a 37  °C water bath, rinsed with culture medium (RPMI medium supplemented with 15% FBS) and then treated with 0.2 U μl−1 DNase I (Thermo Fisher Scientific) in 5 mL of culture medium at 37 °C for 30 min. After DNase I treatment, cells were washed once with medium and then twice with ice-cold 1× PBS with 0.1% BSA. Cells were then filtered with a 35-μm cell strainer (Corning) and cell viability and concentration were measured with Trypan blue on the T ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL18573,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM7102965,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102965/suppl/GSM7102965_HAR_ddseq_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102965/suppl/GSM7102965_HAR_ddseq_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102965/suppl/GSM7102965_HAR_ddseq_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102965/suppl/GSM7102965_HAR_ddseq_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19720157,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33819796,https://www.ncbi.nlm.nih.gov/sra?term=SRX19720157
har_ddseq_2_ddseq_h2_,,,,,,,HAR ddseq 2 (ddSEQ H2),GSM7102966,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved PBMC cells were quickly thawed in a 37  °C water bath, rinsed with culture medium (RPMI medium supplemented with 15% FBS) and then treated with 0.2 U μl−1 DNase I (Thermo Fisher Scientific) in 5 mL of culture medium at 37 °C for 30 min. After DNase I treatment, cells were washed once with medium and then twice with ice-cold 1× PBS with 0.1% BSA. Cells were then filtered with a 35-μm cell strainer (Corning) and cell viability and concentration were measured with Trypan blue on the T ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL18573,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM7102966,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102966/suppl/GSM7102966_HAR_ddseq_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102966/suppl/GSM7102966_HAR_ddseq_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102966/suppl/GSM7102966_HAR_ddseq_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102966/suppl/GSM7102966_HAR_ddseq_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19720158,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33819795,https://www.ncbi.nlm.nih.gov/sra?term=SRX19720158
ucs_ddseq_1_ddseq_u1_,,,,,,,UCS ddseq 1 (ddSEQ U1),GSM7102967,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,PBMC,Homo sapiens,9606,genomic DNA,"Cryopreserved PBMC cells were quickly thawed in a 37  °C water bath, rinsed with culture medium (RPMI medium supplemented with 15% FBS) and then treated with 0.2 U μl−1 DNase I (Thermo Fisher Scientific) in 5 mL of culture medium at 37 °C for 30 min. After DNase I treatment, cells were washed once with medium and then twice with ice-cold 1× PBS with 0.1% BSA. Cells were then filtered with a 35-μm cell strainer (Corning) and cell viability and concentration were measured with Trypan blue on the T ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL18573,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM7102967,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102967/suppl/GSM7102967_UCS_ddseq_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102967/suppl/GSM7102967_UCS_ddseq_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102967/suppl/GSM7102967_UCS_ddseq_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102967/suppl/GSM7102967_UCS_ddseq_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19720159,PBMC,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33819794,https://www.ncbi.nlm.nih.gov/sra?term=SRX19720159
ucs_ddseq_2_ddseq_u2_,,,,,,,UCS ddseq 2 (ddSEQ U2),GSM7102968,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,PBMC,Homo sapiens,9606,genomic DNA,"Cryopreserved PBMC cells were quickly thawed in a 37  °C water bath, rinsed with culture medium (RPMI medium supplemented with 15% FBS) and then treated with 0.2 U μl−1 DNase I (Thermo Fisher Scientific) in 5 mL of culture medium at 37 °C for 30 min. After DNase I treatment, cells were washed once with medium and then twice with ice-cold 1× PBS with 0.1% BSA. Cells were then filtered with a 35-μm cell strainer (Corning) and cell viability and concentration were measured with Trypan blue on the T ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL18573,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM7102968,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102968/suppl/GSM7102968_UCS_ddseq_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102968/suppl/GSM7102968_UCS_ddseq_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102968/suppl/GSM7102968_UCS_ddseq_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102968/suppl/GSM7102968_UCS_ddseq_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19720160,PBMC,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33819793,https://www.ncbi.nlm.nih.gov/sra?term=SRX19720160
epf_hydrop_1_hy_e1_,,,,,,,EPF HyDrop 1 (Hy E1),GSM7102969,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102969,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102969/suppl/GSM7102969_EPF_hydrop_1.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102969/suppl/GSM7102969_EPF_hydrop_1.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102969/suppl/GSM7102969_EPF_hydrop_1.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102969/suppl/GSM7102969_EPF_hydrop_1.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735131,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33834001,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735131
epf_hydrop_2_hy_e2_,,,,,,,EPF HyDrop 2 (Hy E2),GSM7102970,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102970,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102970/suppl/GSM7102970_EPF_hydrop_2.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102970/suppl/GSM7102970_EPF_hydrop_2.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102970/suppl/GSM7102970_EPF_hydrop_2.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102970/suppl/GSM7102970_EPF_hydrop_2.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735132,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33834000,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735132
epf_hydrop_3_hy_e3_,,,,,,,EPF HyDrop 3 (Hy E3),GSM7102971,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102971,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102971/suppl/GSM7102971_EPF_hydrop_3.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102971/suppl/GSM7102971_EPF_hydrop_3.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102971/suppl/GSM7102971_EPF_hydrop_3.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102971/suppl/GSM7102971_EPF_hydrop_3.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735133,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833999,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735133
epf_hydrop_4_hy_e4_,,,,,,,EPF HyDrop 4 (Hy E4),GSM7102972,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102972,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102972/suppl/GSM7102972_EPF_hydrop_4.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102972/suppl/GSM7102972_EPF_hydrop_4.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102972/suppl/GSM7102972_EPF_hydrop_4.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102972/suppl/GSM7102972_EPF_hydrop_4.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735134,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833998,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735134
vib_hydrop_1_hy_v1_,,,,,,,VIB HyDrop 1 (Hy V1),GSM7102973,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102973,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102973/suppl/GSM7102973_VIB_hydrop_11.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102973/suppl/GSM7102973_VIB_hydrop_11.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102973/suppl/GSM7102973_VIB_hydrop_11.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102973/suppl/GSM7102973_VIB_hydrop_11.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735135,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833997,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735135
vib_hydrop_1_hy_v2_,,,,,,,VIB HyDrop 1 (Hy V2),GSM7102974,Public on May 22 2023,Mar 17 2023,Aug 02 2023,SRA,1,Mixture of PBMC from 2 donors,Homo sapiens,9606,genomic DNA,"Cryopreserved human PBMCs from a male and female donor were puchased from AllCells and (AllCells, Lot #3030456 and 3030663). Cryopreserved PBMC were thawed according to the 10x Genomics demonstrated protocol CG00039 (""Fresh Frozen Human Peripheral Blood Mononuclear Cells for Single Cell RNA Sequencing""). Briefly, 1 mL of frozen cells was rapidly thawed in a 37 °C water bath and transferred to a 50 mL tube using a 1000 µL wide bore tip. Next, 1 mL of 37 °C pre-warmed medium supplemented with 10%  ...","Raw sequencing reads were processed to aligned reads and fragments files using the PUMATAC pipeline. Briefly, cell barcodes were corrected using a pre-existing whitelist using scToolkit. TrimGalore was used to trim reads. Alignment to GRCh38 was performed using bwa-mem2. Cell barcode mutliplets were detected using scToolkit. Aligned reads were converted to fragments.tsv.gz using scToolkit.",GPL30173,"Stein,,Aerts",stein.aerts@kuleuven.be,Lab of Computational Biology,KU Leuven,O&N4 Herestraat 49 PO Box 602,Leuven,Vlaams-Brabant,3000,Belgium,NextSeq 2000,other,genomic,ATAC-seq,GSM7102974,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102974/suppl/GSM7102974_VIB_hydrop_21.FIXEDCELLS.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102974/suppl/GSM7102974_VIB_hydrop_21.FIXEDCELLS.fragments.tsv.gz.tbi.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102974/suppl/GSM7102974_VIB_hydrop_21.FULL.fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7102nnn/GSM7102974/suppl/GSM7102974_VIB_hydrop_21.FULL.fragments.tsv.gz.tbi.gz,GSE194028,0,SRX19735136,Mixture of PBMC from 2 donors,PBMC,Wild type,GRCh38,"""FULL"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the full sequencing data.""FULL"" fragments.tsv.gz.tbi: tabix index supplementary to full fragments.tsv.gz files.""FIXEDCELLS"" fragments.tsv.gz: tab-delimited bed-like fragments file with 5 fields: chromosome, start position, end position, cell barcode and count. Derived from the sequencing data downsampled to the fixed number of cells found in ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN33833996,https://www.ncbi.nlm.nih.gov/sra?term=SRX19735136
