sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,strain,surface_markers,tissue,genome_build,supplementary_files_format_and_content,biosample,sra
chopp28_mature_cd8sp_thymocytes_replicate_3,,,,,,,Chopp28: Mature CD8SP thymocytes replicate 3,GSM4486858,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486858,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486858/suppl/GSM4486858_LC31_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486858/suppl/GSM4486858_MatCD8SP_rep3.bw,"GSE148973, GSE148981",0,SRX8143986,"Chimeric mice:Thpok-GFP Runx3-RFP reporter donor, C57BL/6 recipient",CD44low CD4low CD69- Runx3RFP+ CD8a+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646760,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143986
chopp29_thpok_ko_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp29: Thpok KO Immature CD4SP thymocytes replicate 1,GSM4486859,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486859,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486859/suppl/GSM4486859_LC29_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486859/suppl/GSM4486859_ThpokKO_rep1.bw,"GSE148973, GSE148981",0,SRX8143987,Thpok fl/fl ThpokGFP CD4-Cre positive,CD44low MHC-I-low CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646723,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143987
chopp30_thpok_ko_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp30: Thpok KO Immature CD4SP thymocytes replicate 2,GSM4486860,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), SMART-seq Ultra Low Input RNA kit (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.66.3, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools, Read counts with HTSeq",GPL21493,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4486860,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486860/suppl/GSM4486860_LC30_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486860/suppl/GSM4486860_ThpokKO_rep2.bw,"GSE148973, GSE148981",0,SRX8143988,Thpok fl/fl ThpokGFP CD4-Cre positive,CD44low MHC-I-low CD8alow CD69+ ThpokGFP+ CD4+,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646721,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143988
chopp31_wt_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp31: WT immature CD4SP thymocytes replicate 1,GSM4486861,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486861,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486861/suppl/GSM4486861_LCT1_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486861/suppl/GSM4486861_WT_imCD4SP_LCT1_CPM.bw,"GSE148974, GSE148981",0,SRX8143989,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646743,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143989
chopp32_wt_immature_cd8sp_thymocytes_replicate_1,,,,,,,Chopp32: WT immature CD8SP thymocytes replicate 1,GSM4486862,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486862,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486862/suppl/GSM4486862_LCT2_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486862/suppl/GSM4486862_WT_imCD8_LCT2_CPM.bw,"GSE148974, GSE148981",0,SRX8143990,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646720,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143990
chopp33_thpok_ko_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp33: Thpok KO immature CD4SP thymocytes replicate 1,GSM4486863,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486863,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486863/suppl/GSM4486863_LCT3_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486863/suppl/GSM4486863_ThpokKO_imCD4_LCT3_CPM.bw,"GSE148974, GSE148981",0,SRX8143991,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646719,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143991
chopp34_thpok_ko_re-directed_cd8sp_thymocytes_replicate_1,,,,,,,Chopp34: Thpok KO re-directed CD8SP thymocytes replicate 1,GSM4486864,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486864,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486864/suppl/GSM4486864_LCT4_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486864/suppl/GSM4486864_Redir_CD8_LCT4_CPM.bw,"GSE148974, GSE148981",0,SRX8143992,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646718,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143992
chopp35_thpok_ko_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp35: Thpok KO immature CD4SP thymocytes replicate 2,GSM4486865,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486865,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486865/suppl/GSM4486865_LCT5_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486865/suppl/GSM4486865_ThpokKO_ImCD4_LCT5_CPM.bw,"GSE148974, GSE148981",0,SRX8143993,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646716,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143993
chopp36_thpok_ko_re-directed_cd8sp_thymocytes_replicate_2,,,,,,,Chopp36: Thpok KO re-directed CD8SP thymocytes replicate 2,GSM4486866,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486866,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486866/suppl/GSM4486866_LCT6_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486866/suppl/GSM4486866_Redir_CD8_LCT6_CPM.bw,"GSE148974, GSE148981",0,SRX8143994,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646715,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143994
chopp37_wt_immature_cd4sp_thymocytes_replicate_2,,,,,,,Chopp37: WT immature CD4SP thymocytes replicate 2,GSM4486867,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486867,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486867/suppl/GSM4486867_LCT7_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486867/suppl/GSM4486867_WT_imCD4_LCT7_CPM.bw,"GSE148974, GSE148981",0,SRX8143995,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646714,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143995
chopp38_wt_immature_cd8sp_thymocytes_replicate_2,,,,,,,Chopp38: WT immature CD8SP thymocytes replicate 2,GSM4486868,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486868,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486868/suppl/GSM4486868_LCT8_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486868/suppl/GSM4486868_WT_imCD8_LCT8_CPM.bw,"GSE148974, GSE148981",0,SRX8143996,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646713,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143996
chopp39_thpok_ko_immature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp39: Thpok KO immature CD4SP thymocytes replicate 3,GSM4486869,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486869,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486869/suppl/GSM4486869_LCT9_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486869/suppl/GSM4486869_ThpokKO_imCD4_LCT9_CPM.bw,"GSE148974, GSE148981",0,SRX8143997,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646712,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143997
chopp40_thpok_ko_re-directed_cd8sp_thymocytes_replicate_3,,,,,,,Chopp40: Thpok KO re-directed CD8SP thymocytes replicate 3,GSM4486870,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486870,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486870/suppl/GSM4486870_LCT10_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486870/suppl/GSM4486870_Redir_CD8_LCT10_CPM.bw,"GSE148974, GSE148981",0,SRX8143998,Thpok fl/fl; ThpokGFP; Cd4-Cre positive,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646711,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143998
chopp41_wt_immature_cd4sp_thymocytes_replicate_3,,,,,,,Chopp41: WT immature CD4SP thymocytes replicate 3,GSM4486871,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486871,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486871/suppl/GSM4486871_LCT11_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486871/suppl/GSM4486871_WT_imCD4_LCT11_CPM.bw,"GSE148974, GSE148981",0,SRX8143999,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646710,https://www.ncbi.nlm.nih.gov/sra?term=SRX8143999
chopp42_wt_immature_cd8sp_thymocytes_replicate_3,,,,,,,Chopp42: WT immature CD8SP thymocytes replicate 3,GSM4486872,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,total RNA,"RNA was isolated using the RNeasy Plus Micro kit (Qiagen), Clontech  Ultra Low Input reagent (Takara) and Nextera XT DNA (Illumina), paired-end 2x150","Basecalls performed with Illumina RTA 1.18.64, Demultiplexing with Bcl2fastq 2.17, Filtering with Trimmomatic 0.36, Alignment--STAR aligner 2.4.0 to mm10, Counts per million normalized BigWig files performed with DeepTools",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM4486872,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486872/suppl/GSM4486872_LCT12_htseq.tab.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486872/suppl/GSM4486872_WT_imCD8_LCT12_CPM.bw,"GSE148974, GSE148981",0,SRX8144000,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Htseq count table, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646709,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144000
chopp43_unsignaled_dp_thymocytes_replicate_1,,,,,,,Chopp43: Unsignaled DP thymocytes replicate 1,GSM4486873,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486873,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486873/suppl/GSM4486873_DP_ATAC_CPM.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486873/suppl/GSM4486873_LATAC1_peaks.txt.gz,"GSE148975, GSE148981",0,SRX8144001,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646708,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144001
chopp44_wt_immature_cd4sp_thymocytes_replicate_1,,,,,,,Chopp44: WT immature CD4SP thymocytes replicate 1,GSM4486874,Public on Nov 25 2020,Apr 20 2020,Nov 26 2020,SRA,1,Thymus,Mus musculus,10090,genomic DNA,"Nuclei were isolated as recommended in Buenrostro et al, 2013, ATAC-seq libraries were prepared as recommended in Buenerostro et al, 2013","Basecalls performed with Illumina RTA 2.4.6, Demultiplexing with Bcl2fastq 2.17, Alignment--bowtie2 (v2.3.4) --end-to-end --sensitive -X 2000, Filtering with samtools (v1.6) -f -q 30, Sorting with samtools, Mark and remove duplicates with Picard (v2.2.8), Index and remove mitochondrial reads with samtools, Convert to bed with bedtools (v2.29.2), Peak calling with Macs2 (v2.2.4) --nomodel --nolambda --pvalue 1e-7 --keep-dup all, Generate counts per million normalized bigwig with Deeptools (v3.3.0 ...",GPL21103,"Remy,,Bosselut",bosselur@helix.nih.gov,240-760-6866,Bosselut,Laboratory of Immune Cell Biology,"9000 Rockville Pike, Building 37",Bethesda,MD,20892,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM4486874,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486874/suppl/GSM4486874_LATAC2_peaks.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4486nnn/GSM4486874/suppl/GSM4486874_WT_ImCD4_ATAC_CPM_Rep1.bw,"GSE148975, GSE148981",0,SRX8144002,Thpok fl/fl; ThpokGFP; Cd4-Cre negative,,Thymus,mm10,"Peak excel file, counts per million normalized bigwig",https://www.ncbi.nlm.nih.gov/biosample/SAMN14646707,https://www.ncbi.nlm.nih.gov/sra?term=SRX8144002
