sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,genotype,treatment,assembly,biosample,sra
snatac-seq_of_homo_sapiens_adult_brain_a5-a7_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: A5-A7 from donor 2,GSM7822161,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A5-A7,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822161,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822161/suppl/GSM7822161_MM_428.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822161/suppl/GSM7822161_MM_428.snap.gz,GSE244618,0,SRX21923604,A5-A7,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594475,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923604
snatac-seq_of_homo_sapiens_adult_brain_a5-a7_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: A5-A7 from donor 4,GSM7822162,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A5-A7,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822162,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822162/suppl/GSM7822162_MM_824.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822162/suppl/GSM7822162_MM_824.snap.gz,GSE244618,0,SRX21923605,A5-A7,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594476,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923605
snatac-seq_of_homo_sapiens_adult_brain_s1c_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: S1C from donor 1,GSM7822163,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,S1C,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822163,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822163/suppl/GSM7822163_MM_453.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822163/suppl/GSM7822163_MM_453.snap.gz,GSE244618,0,SRX21923607,S1C,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594477,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923607
snatac-seq_of_homo_sapiens_adult_brain_s1c_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: S1C from donor 2,GSM7822164,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,S1C,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822164,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822164/suppl/GSM7822164_MM_435.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822164/suppl/GSM7822164_MM_435.snap.gz,GSE244618,0,SRX21923608,S1C,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594478,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923608
snatac-seq_of_homo_sapiens_adult_brain_s1c_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: S1C from donor 4,GSM7822165,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,S1C,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822165,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822165/suppl/GSM7822165_MM_817.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822165/suppl/GSM7822165_MM_817.snap.gz,GSE244618,0,SRX21923609,S1C,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594479,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923609
snatac-seq_of_homo_sapiens_adult_brain_ig_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Ig from donor 1,GSM7822166,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Ig,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822166,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822166/suppl/GSM7822166_MM_450.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822166/suppl/GSM7822166_MM_450.snap.gz,GSE244618,0,SRX21923610,Ig,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594480,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923610
snatac-seq_of_homo_sapiens_adult_brain_ig_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Ig from donor 2,GSM7822167,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Ig,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822167,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822167/suppl/GSM7822167_MM_429.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822167/suppl/GSM7822167_MM_429.snap.gz,GSE244618,0,SRX21923611,Ig,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594481,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923611
snatac-seq_of_homo_sapiens_adult_brain_ig_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Ig from donor 4,GSM7822168,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Ig,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822168,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822168/suppl/GSM7822168_MM_839.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822168/suppl/GSM7822168_MM_839.snap.gz,GSE244618,0,SRX21923612,Ig,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594482,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923612
snatac-seq_of_homo_sapiens_adult_brain_pro_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Pro from donor 1,GSM7822169,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pro,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822169,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822169/suppl/GSM7822169_MM_449.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822169/suppl/GSM7822169_MM_449.snap.gz,GSE244618,0,SRX21923613,Pro,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594483,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923613
snatac-seq_of_homo_sapiens_adult_brain_pro_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Pro from donor 2,GSM7822170,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pro,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822170,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822170/suppl/GSM7822170_MM_430.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822170/suppl/GSM7822170_MM_430.snap.gz,GSE244618,0,SRX21923614,Pro,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594484,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923614
snatac-seq_of_homo_sapiens_adult_brain_pro_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Pro from donor 4,GSM7822171,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pro,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822171,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822171/suppl/GSM7822171_MM_865.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822171/suppl/GSM7822171_MM_865.snap.gz,GSE244618,0,SRX21923615,Pro,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594485,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923615
snatac-seq_of_homo_sapiens_adult_brain_pir_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: Pir from donor 1,GSM7822172,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pir,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822172,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822172/suppl/GSM7822172_MM_437.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822172/suppl/GSM7822172_MM_437.snap.gz,GSE244618,0,SRX21923616,Pir,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594486,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923616
snatac-seq_of_homo_sapiens_adult_brain_pir_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: Pir from donor 2,GSM7822173,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pir,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822173,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822173/suppl/GSM7822173_MM_451.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822173/suppl/GSM7822173_MM_451.snap.gz,GSE244618,0,SRX21923618,Pir,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594487,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923618
snatac-seq_of_homo_sapiens_adult_brain_pir_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: Pir from donor 4,GSM7822174,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,Pir,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822174,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822174/suppl/GSM7822174_MM_862.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822174/suppl/GSM7822174_MM_862.snap.gz,GSE244618,0,SRX21923619,Pir,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594488,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923619
snatac-seq_of_homo_sapiens_adult_brain_lec_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: LEC from donor 1,GSM7822175,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,LEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822175,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822175/suppl/GSM7822175_MM_769.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822175/suppl/GSM7822175_MM_769.snap.gz,GSE244618,0,SRX21923620,LEC,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594489,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923620
snatac-seq_of_homo_sapiens_adult_brain_lec_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: LEC from donor 2,GSM7822176,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,LEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822176,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822176/suppl/GSM7822176_MM_427.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822176/suppl/GSM7822176_MM_427.snap.gz,GSE244618,0,SRX21923621,LEC,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594490,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923621
snatac-seq_of_homo_sapiens_adult_brain_a19_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: A19 from donor 4,GSM7822177,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A19,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822177,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822177/suppl/GSM7822177_MM_835.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822177/suppl/GSM7822177_MM_835.snap.gz,GSE244618,0,SRX21923622,A19,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594491,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923622
snatac-seq_of_homo_sapiens_adult_brain_a19_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: A19 from donor 1,GSM7822178,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A19,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822178,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822178/suppl/GSM7822178_MM_447.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822178/suppl/GSM7822178_MM_447.snap.gz,GSE244618,0,SRX21923623,A19,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594492,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923623
snatac-seq_of_homo_sapiens_adult_brain_a19_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: A19 from donor 2,GSM7822179,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,A19,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822179,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822179/suppl/GSM7822179_MM_552.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822179/suppl/GSM7822179_MM_552.snap.gz,GSE244618,0,SRX21923624,A19,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594493,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923624
snatac-seq_of_homo_sapiens_adult_brain_lec_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: LEC from donor 4,GSM7822180,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,LEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822180,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822180/suppl/GSM7822180_MM_834.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822180/suppl/GSM7822180_MM_834.snap.gz,GSE244618,0,SRX21923625,LEC,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594494,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923625
snatac-seq_of_homo_sapiens_adult_brain_th-tl_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: TH-TL from donor 1,GSM7822181,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,TH-TL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822181,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822181/suppl/GSM7822181_MM_705.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822181/suppl/GSM7822181_MM_705.snap.gz,GSE244618,0,SRX21923626,TH-TL,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594495,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923626
snatac-seq_of_homo_sapiens_adult_brain_th-tl_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: TH-TL from donor 2,GSM7822182,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,TH-TL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822182,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822182/suppl/GSM7822182_MM_706.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822182/suppl/GSM7822182_MM_706.snap.gz,GSE244618,0,SRX21923579,TH-TL,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594496,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923579
snatac-seq_of_homo_sapiens_adult_brain_th-tl_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: TH-TL from donor 4,GSM7822183,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,TH-TL,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822183,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822183/suppl/GSM7822183_MM_973.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822183/suppl/GSM7822183_MM_973.snap.gz,GSE244618,0,SRX21923581,TH-TL,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594497,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923581
snatac-seq_of_homo_sapiens_adult_brain_mec_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: MEC from donor 1,GSM7822184,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822184,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822184/suppl/GSM7822184_QY_1340.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822184/suppl/GSM7822184_QY_1340.snap.gz,GSE244618,0,SRX21923582,MEC,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594498,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923582
snatac-seq_of_homo_sapiens_adult_brain_mec_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: MEC from donor 2,GSM7822185,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822185,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822185/suppl/GSM7822185_MM_938.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822185/suppl/GSM7822185_MM_938.snap.gz,GSE244618,0,SRX21923583,MEC,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594499,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923583
snatac-seq_of_homo_sapiens_adult_brain_mec_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: MEC from donor 4,GSM7822186,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,MEC,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822186,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822186/suppl/GSM7822186_MM_925.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822186/suppl/GSM7822186_MM_925.snap.gz,GSE244618,0,SRX21923584,MEC,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594500,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923584
snatac-seq_of_homo_sapiens_adult_brain_itg_from_donor_1,,,,,,,snATAC-seq of homo sapiens adult brain: ITG from donor 1,GSM7822187,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,ITG,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822187,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822187/suppl/GSM7822187_LL_175.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822187/suppl/GSM7822187_LL_175.snap.gz,GSE244618,0,SRX21923585,ITG,Donor 1,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594501,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923585
snatac-seq_of_homo_sapiens_adult_brain_itg_from_donor_2,,,,,,,snATAC-seq of homo sapiens adult brain: ITG from donor 2,GSM7822188,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,ITG,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822188,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822188/suppl/GSM7822188_MM_816.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822188/suppl/GSM7822188_MM_816.snap.gz,GSE244618,0,SRX21923586,ITG,Donor 2,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594502,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923586
snatac-seq_of_homo_sapiens_adult_brain_itg_from_donor_4,,,,,,,snATAC-seq of homo sapiens adult brain: ITG from donor 4,GSM7822189,Public on Oct 04 2023,Oct 04 2023,Oct 04 2023,SRA,1,ITG,Homo sapiens,9606,genomic DNA,GPL24676,"Yang,,Li",yal054@health.ucsd.edu,University of California San Diego,9500 Gilman Dr,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM7822189,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822189/suppl/GSM7822189_MM_827.bedpe.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7822nnn/GSM7822189/suppl/GSM7822189_MM_827.snap.gz,GSE244618,0,SRX21923587,ITG,Donor 4,neurotypical adult male',hg38,https://www.ncbi.nlm.nih.gov/biosample/SAMN37594503,https://www.ncbi.nlm.nih.gov/sra?term=SRX21923587
