sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,genome_build,biosample,sra
singles-bm0106-hsc-sim-160219-40,,,,,,,singles-BM0106-HSC-SIM-160219-40,GSM2540530,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540530,NONE,"GSE96769, GSE96772",0,SRX2649833,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613331,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649833
singles-bm0106-hsc-sim-160219-41,,,,,,,singles-BM0106-HSC-SIM-160219-41,GSM2540531,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540531,NONE,"GSE96769, GSE96772",0,SRX2649834,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613330,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649834
singles-bm0106-hsc-sim-160219-42,,,,,,,singles-BM0106-HSC-SIM-160219-42,GSM2540532,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540532,NONE,"GSE96769, GSE96772",0,SRX2649835,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613329,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649835
singles-bm0106-hsc-sim-160219-43,,,,,,,singles-BM0106-HSC-SIM-160219-43,GSM2540533,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540533,NONE,"GSE96769, GSE96772",0,SRX2649836,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613328,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649836
singles-bm0106-hsc-sim-160219-44,,,,,,,singles-BM0106-HSC-SIM-160219-44,GSM2540534,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540534,NONE,"GSE96769, GSE96772",0,SRX2649837,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613327,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649837
singles-bm0106-hsc-sim-160219-45,,,,,,,singles-BM0106-HSC-SIM-160219-45,GSM2540535,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540535,NONE,"GSE96769, GSE96772",0,SRX2649838,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613326,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649838
singles-bm0106-hsc-sim-160219-46,,,,,,,singles-BM0106-HSC-SIM-160219-46,GSM2540536,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540536,NONE,"GSE96769, GSE96772",0,SRX2649839,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613411,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649839
singles-bm0106-hsc-sim-160219-47,,,,,,,singles-BM0106-HSC-SIM-160219-47,GSM2540537,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540537,NONE,"GSE96769, GSE96772",0,SRX2649840,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613410,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649840
singles-bm0106-hsc-sim-160219-48,,,,,,,singles-BM0106-HSC-SIM-160219-48,GSM2540538,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540538,NONE,"GSE96769, GSE96772",0,SRX2649841,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613409,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649841
singles-bm0106-hsc-sim-160219-49,,,,,,,singles-BM0106-HSC-SIM-160219-49,GSM2540539,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540539,NONE,"GSE96769, GSE96772",0,SRX2649842,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613408,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649842
singles-bm0106-hsc-sim-160219-50,,,,,,,singles-BM0106-HSC-SIM-160219-50,GSM2540540,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540540,NONE,"GSE96769, GSE96772",0,SRX2649843,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613407,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649843
singles-bm0106-hsc-sim-160219-51,,,,,,,singles-BM0106-HSC-SIM-160219-51,GSM2540541,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540541,NONE,"GSE96769, GSE96772",0,SRX2649844,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613406,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649844
singles-bm0106-hsc-sim-160219-52,,,,,,,singles-BM0106-HSC-SIM-160219-52,GSM2540542,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540542,NONE,"GSE96769, GSE96772",0,SRX2649845,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613405,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649845
singles-bm0106-hsc-sim-160219-53,,,,,,,singles-BM0106-HSC-SIM-160219-53,GSM2540543,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540543,NONE,"GSE96769, GSE96772",0,SRX2649846,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613404,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649846
singles-bm0106-hsc-sim-160219-54,,,,,,,singles-BM0106-HSC-SIM-160219-54,GSM2540544,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540544,NONE,"GSE96769, GSE96772",0,SRX2649847,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613401,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649847
singles-bm0106-hsc-sim-160219-55,,,,,,,singles-BM0106-HSC-SIM-160219-55,GSM2540545,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540545,NONE,"GSE96769, GSE96772",0,SRX2649848,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613400,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649848
singles-bm0106-hsc-sim-160219-56,,,,,,,singles-BM0106-HSC-SIM-160219-56,GSM2540546,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540546,NONE,"GSE96769, GSE96772",0,SRX2649849,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613399,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649849
singles-bm0106-hsc-sim-160219-57,,,,,,,singles-BM0106-HSC-SIM-160219-57,GSM2540547,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540547,NONE,"GSE96769, GSE96772",0,SRX2649850,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613398,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649850
singles-bm0106-hsc-sim-160219-58,,,,,,,singles-BM0106-HSC-SIM-160219-58,GSM2540548,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540548,NONE,"GSE96769, GSE96772",0,SRX2649851,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613413,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649851
singles-bm0106-hsc-sim-160219-59,,,,,,,singles-BM0106-HSC-SIM-160219-59,GSM2540549,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540549,NONE,"GSE96769, GSE96772",0,SRX2649852,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613403,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649852
singles-bm0106-hsc-sim-160219-60,,,,,,,singles-BM0106-HSC-SIM-160219-60,GSM2540550,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540550,NONE,"GSE96769, GSE96772",0,SRX2649853,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613402,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649853
singles-bm0106-hsc-sim-160219-61,,,,,,,singles-BM0106-HSC-SIM-160219-61,GSM2540551,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540551,NONE,"GSE96769, GSE96772",0,SRX2649854,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613412,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649854
singles-bm0106-hsc-sim-160219-62,,,,,,,singles-BM0106-HSC-SIM-160219-62,GSM2540552,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540552,NONE,"GSE96769, GSE96772",0,SRX2649855,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613527,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649855
singles-bm0106-hsc-sim-160219-63,,,,,,,singles-BM0106-HSC-SIM-160219-63,GSM2540553,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540553,NONE,"GSE96769, GSE96772",0,SRX2649856,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613526,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649856
singles-bm0106-hsc-sim-160219-64,,,,,,,singles-BM0106-HSC-SIM-160219-64,GSM2540554,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540554,NONE,"GSE96769, GSE96772",0,SRX2649857,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613525,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649857
singles-bm0106-hsc-sim-160219-65,,,,,,,singles-BM0106-HSC-SIM-160219-65,GSM2540555,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540555,NONE,"GSE96769, GSE96772",0,SRX2649858,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613524,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649858
singles-bm0106-hsc-sim-160219-66,,,,,,,singles-BM0106-HSC-SIM-160219-66,GSM2540556,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540556,NONE,"GSE96769, GSE96772",0,SRX2649859,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613523,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649859
singles-bm0106-hsc-sim-160219-67,,,,,,,singles-BM0106-HSC-SIM-160219-67,GSM2540557,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540557,NONE,"GSE96769, GSE96772",0,SRX2649860,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613522,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649860
singles-bm0106-hsc-sim-160219-68,,,,,,,singles-BM0106-HSC-SIM-160219-68,GSM2540558,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540558,NONE,"GSE96769, GSE96772",0,SRX2649861,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613521,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649861
singles-bm0106-hsc-sim-160219-69,,,,,,,singles-BM0106-HSC-SIM-160219-69,GSM2540559,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540559,NONE,"GSE96769, GSE96772",0,SRX2649862,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613520,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649862
singles-bm0106-hsc-sim-160219-70,,,,,,,singles-BM0106-HSC-SIM-160219-70,GSM2540560,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540560,NONE,"GSE96769, GSE96772",0,SRX2649863,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613519,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649863
singles-bm0106-hsc-sim-160219-71,,,,,,,singles-BM0106-HSC-SIM-160219-71,GSM2540561,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540561,NONE,"GSE96769, GSE96772",0,SRX2649864,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613518,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649864
singles-bm0106-hsc-sim-160219-72,,,,,,,singles-BM0106-HSC-SIM-160219-72,GSM2540562,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540562,NONE,"GSE96769, GSE96772",0,SRX2649865,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613517,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649865
singles-bm0106-hsc-sim-160219-73,,,,,,,singles-BM0106-HSC-SIM-160219-73,GSM2540563,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540563,NONE,"GSE96769, GSE96772",0,SRX2649866,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613516,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649866
singles-bm0106-hsc-sim-160219-74,,,,,,,singles-BM0106-HSC-SIM-160219-74,GSM2540564,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540564,NONE,"GSE96769, GSE96772",0,SRX2649867,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613515,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649867
singles-bm0106-hsc-sim-160219-75,,,,,,,singles-BM0106-HSC-SIM-160219-75,GSM2540565,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540565,NONE,"GSE96769, GSE96772",0,SRX2649868,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613514,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649868
singles-bm0106-hsc-sim-160219-76,,,,,,,singles-BM0106-HSC-SIM-160219-76,GSM2540566,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540566,NONE,"GSE96769, GSE96772",0,SRX2649869,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613513,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649869
singles-bm0106-hsc-sim-160219-77,,,,,,,singles-BM0106-HSC-SIM-160219-77,GSM2540567,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540567,NONE,"GSE96769, GSE96772",0,SRX2649870,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613512,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649870
singles-bm0106-hsc-sim-160219-78,,,,,,,singles-BM0106-HSC-SIM-160219-78,GSM2540568,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540568,NONE,"GSE96769, GSE96772",0,SRX2649871,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613511,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649871
singles-bm0106-hsc-sim-160219-79,,,,,,,singles-BM0106-HSC-SIM-160219-79,GSM2540569,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540569,NONE,"GSE96769, GSE96772",0,SRX2649872,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613510,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649872
singles-bm0106-hsc-sim-160219-80,,,,,,,singles-BM0106-HSC-SIM-160219-80,GSM2540570,Public on Apr 26 2018,Mar 17 2017,May 15 2019,SRA,1,Bone Marrow CD34+,Homo sapiens,9606,genomic DNA,GPL18573,"Jason,Daniel,Buenrostro",jdbuenrostro@gmail.com,Broad Institute,415 Main Street,Cambridge,MA,02142,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,GSM2540570,NONE,"GSE96769, GSE96772",0,SRX2649873,CD34+ Bone Marrow,HSC,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06613509,https://www.ncbi.nlm.nih.gov/sra?term=SRX2649873
