sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,genotype,genome_build,supplementary_files_format_and_content,biosample,sra
pdsn03_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064179,SRX17079342,"PDSN03.H3K27ac, bulk ChIP-seq",GSM6459671,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459671,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459671/suppl/GSM6459671_PDSN03.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079342,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN03,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319257,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079342
pdsn04_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064180,SRX17079343,"PDSN04.H3K27ac, bulk ChIP-seq",GSM6459672,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459672,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459672/suppl/GSM6459672_PDSN04.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079343,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN04,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319259,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079343
pdsn05_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064181,SRX17079344,"PDSN05.H3K27ac, bulk ChIP-seq",GSM6459673,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459673,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459673/suppl/GSM6459673_PDSN05.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079344,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN05,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319260,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079344
pdsn06_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064182,SRX17079345,"PDSN06.H3K27ac, bulk ChIP-seq",GSM6459674,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459674,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459674/suppl/GSM6459674_PDSN06.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079345,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN06,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319262,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079345
pdsn07_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064183,SRX17079346,"PDSN07.H3K27ac, bulk ChIP-seq",GSM6459675,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459675,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459675/suppl/GSM6459675_PDSN07.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079346,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN07,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319264,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079346
pdsn08_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064184,SRX17079347,"PDSN08.H3K27ac, bulk ChIP-seq",GSM6459676,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459676,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459676/suppl/GSM6459676_PDSN08.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079347,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN08,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319266,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079347
pdsn09_h3k27ac_bulk_chip-seq,ChIP,Homo sapiens,PAIRED,SRA,SRR21064185,SRX17079348,"PDSN09.H3K27ac, bulk ChIP-seq",GSM6459677,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"ChIP-seq libraries were prepared manually by conducting DNA end repair (Epicentre, ER0720), adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adaptors (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549).","The sequenced DNA reads from ChIP-seq libraries were mapped to human reference genome (hg19) using Burrows-Wheeler aligner (BWA)-mem (ver. 0.7.17, ‘-M’ option)., Reads with a low alignment quality (MAPQ < 10) were removed, and PCR duplicates were discarded using Picard (v2.6.0)., H3K27ac peaks were identified using MACS2 relative to the respective input control based on a significance threshold of P < 1 × 10-5., We defined cis-regulatory elements (cREs) by merging H3K27ac peaks across the sample ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,ChIP,genomic,ChIP-Seq,GSM6459677,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459677/suppl/GSM6459677_PDSN09.H3K27ac.cellAdjusted.combat.qq.txt.gz,GSE148434,0,SRX17079348,Substantia nigra,"H3K27ac (Active Motif, 39133)",PDSN09,hg19,tab-delimited text files with quantile normalized RPM values for each sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319271,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079348
nosn01_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064186,SRX17079349,"NOSN01.HiC, in situ Hi-C",GSM6459678,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459678,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459678/suppl/GSM6459678_NOSN01.5kb.count.txt.gz,GSE148434,0,SRX17079349,Substantia nigra,N/A,NOSN01,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319273,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079349
nosn02_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064187,SRX17079350,"NOSN02.HiC, in situ Hi-C",GSM6459679,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459679,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459679/suppl/GSM6459679_NOSN02.5kb.count.txt.gz,GSE148434,0,SRX17079350,Substantia nigra,N/A,NOSN02,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319274,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079350
nosn03_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064188,SRX17079351,"NOSN03.HiC, in situ Hi-C",GSM6459680,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459680,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459680/suppl/GSM6459680_NOSN03.5kb.count.txt.gz,GSE148434,0,SRX17079351,Substantia nigra,N/A,NOSN03,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319268,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079351
nosn04_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064189,SRX17079352,"NOSN04.HiC, in situ Hi-C",GSM6459681,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459681,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459681/suppl/GSM6459681_NOSN04.5kb.count.txt.gz,GSE148434,0,SRX17079352,Substantia nigra,N/A,NOSN04,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319270,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079352
nosn05_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064190,SRX17079353,"NOSN05.HiC, in situ Hi-C",GSM6459682,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459682,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459682/suppl/GSM6459682_NOSN05.5kb.count.txt.gz,GSE148434,0,SRX17079353,Substantia nigra,N/A,NOSN05,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319281,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079353
nosn06_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064191,SRX17079354,"NOSN06.HiC, in situ Hi-C",GSM6459683,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459683,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459683/suppl/GSM6459683_NOSN06.5kb.count.txt.gz,GSE148434,0,SRX17079354,Substantia nigra,N/A,NOSN06,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319275,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079354
pdsn01_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064192,SRX17079355,"PDSN01.HiC, in situ Hi-C",GSM6459684,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459684,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459684/suppl/GSM6459684_PDSN01.5kb.count.txt.gz,GSE148434,0,SRX17079355,Substantia nigra,N/A,PDSN01,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319277,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079355
pdsn02_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064193,SRX17079356,"PDSN02.HiC, in situ Hi-C",GSM6459685,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459685,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459685/suppl/GSM6459685_PDSN02.5kb.count.txt.gz,GSE148434,0,SRX17079356,Substantia nigra,N/A,PDSN02,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319278,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079356
pdsn04_hic_in_situ_hi-c,other,Homo sapiens,PAIRED,SRA,SRR21064194,SRX17079357,"PDSN04.HiC, in situ Hi-C",GSM6459686,Public on Mar 05 2023,Aug 15 2022,Mar 06 2023,SRA,1,Substantia nigra,Homo sapiens,9606,genomic DNA,"Hi-C libraries were prepared manually by performing DNA end repair, removal of un-ligated ends, adenosine addition at 3’ end (NEB, M0212), ligation of Illumina indexed adapters (NEB, M2200), and PCR amplification (Thermo Fisher Scientific, F549). The number of cycles for PCR amplification was determined based on KAPA library quantification kit (KAPA, KK4854).","The sequencing output from Hi-C libraries were mapped to the reference genome (hg19) using BWA-mem (‘–M’ option)., In-house scripts were used to remove low quality reads (MAPQ < 10), the reads that span ligation sites, chimeric reads, and self-interacting reads (two fragments located within 5kb)., The chimeric reads were removed since they are by-products of proximity ligation during Hi-C experiments, and cannot be properly processed by paired-end BWA-mem command., The read-pairs were merged tog ...",GPL20301,"Inkyung,,Jung",kaistcbfg@gmail.com,Biological Sciences,KAIST,"KAIST, 291 Daehak-ro, Yuseong-gu",Daejeon,34141,South Korea,Illumina HiSeq 4000,other,genomic,Hi-C,GSM6459686,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM6459nnn/GSM6459686/suppl/GSM6459686_PDSN04.5kb.count.txt.gz,GSE148434,0,SRX17079357,Substantia nigra,N/A,PDSN04,hg19,tab-delimited text files with raw Hi-C interaction frequencies between two 5kb bins within 1mb window,https://www.ncbi.nlm.nih.gov/biosample/SAMN30319279,https://www.ncbi.nlm.nih.gov/sra?term=SRX17079357
