sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,tissue,facs_markers,cell_type,genome_build,supplementary_files_format_and_content,biosample,sra
oci-ly7_control_rep2,,,,,,,OCI-Ly7_control_rep2,GSM5570008,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.sg81b, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570008,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570008/suppl/GSM5570008_OCI-Ly7_control_rep2_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118484,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363918,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118484
sudhl4_control_rep1,,,,,,,SUDHL4_control_rep1,GSM5570009,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,SUDHL4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","SU4.sg81a, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570009,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570009/suppl/GSM5570009_SUDHL4_control_rep1_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118485,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363920,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118485
sudhl4_control_rep2,,,,,,,SUDHL4_control_rep2,GSM5570010,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,SUDHL4,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","SU4.sg81b, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570010,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570010/suppl/GSM5570010_SUDHL4_control_rep2_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118486,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363921,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118486
oci-ly7_ocabi_rep1,,,,,,,OCI-Ly7_OCABi_rep1,GSM5570011,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.OCABi.A, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570011,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570011/suppl/GSM5570011_OCI-Ly7_OCABi_rep1_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118487,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363924,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118487
oci-ly7_ocabi_rep2,,,,,,,OCI-Ly7_OCABi_rep2,GSM5570012,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.OCABi.B, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570012,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570012/suppl/GSM5570012_OCI-Ly7_OCABi_rep2_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118488,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363925,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118488
oci-ly7_control_rep3,,,,,,,OCI-Ly7_control_rep3,GSM5570013,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.sg81.48hrs, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570013,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570013/suppl/GSM5570013_OCI-Ly7_control_rep3_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118489,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363926,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118489
oci-ly7_ocabi_rep3,,,,,,,OCI-Ly7_OCABi_rep3,GSM5570014,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.OCABi.48hrs, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570014/suppl/GSM5570014_OCI-Ly7_OCABi_rep3_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118490,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363927,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118490
oci-ly7_ocabi_rep4,,,,,,,OCI-Ly7_OCABi_rep4,GSM5570015,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7.OCABi.D, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570015,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570015/suppl/GSM5570015_OCI-Ly7_OCABi_rep4_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118491,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363928,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118491
oci-ly7_ocabi_rep5,,,,,,,OCI-Ly7_OCABi_rep5,GSM5570016,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCABi_s0, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570016,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570016/suppl/GSM5570016_OCI-Ly7_OCABi_rep5_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118492,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363929,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118492
oci-ly7_ocabi_rep6,,,,,,,OCI-Ly7_OCABi_rep6,GSM5570017,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCABi_s2, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570017,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570017/suppl/GSM5570017_OCI-Ly7_OCABi_rep6_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118493,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363930,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118493
oci-ly7_control_rep7,,,,,,,OCI-Ly7_control_rep7,GSM5570018,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_sg81_s0, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570018,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570018/suppl/GSM5570018_OCI-Ly7_control_rep7_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118494,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363931,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118494
oci-ly7_control_rep8,,,,,,,OCI-Ly7_control_rep8,GSM5570019,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_sg81_s2, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570019,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570019/suppl/GSM5570019_OCI-Ly7_control_rep8_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118495,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363932,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118495
oci-ly7_control_rep9,,,,,,,OCI-Ly7_control_rep9,GSM5570020,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_sg81_s3, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570020,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570020/suppl/GSM5570020_OCI-Ly7_control_rep9_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118496,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363933,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118496
oci-ly7_oct2i_rep3,,,,,,,OCI-Ly7_OCT2i_rep3,GSM5570021,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","LY7_OCT2i_48h, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570021,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570021/suppl/GSM5570021_OCI-Ly7_OCT2i_rep3_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118497,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363934,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118497
oci-ly7_oct2i_rep1,,,,,,,OCI-Ly7_OCT2i_rep1,GSM5570022,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2_3_s1, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570022,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570022/suppl/GSM5570022_OCI-Ly7_OCT2i_rep1_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118498,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363935,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118498
oci-ly7_oct2i_rep2,,,,,,,OCI-Ly7_OCT2i_rep2,GSM5570023,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i2_s2, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570023,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570023/suppl/GSM5570023_OCI-Ly7_OCT2i_rep2_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118499,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363936,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118499
oci-ly7_oct2i_rep4,,,,,,,OCI-Ly7_OCT2i_rep4,GSM5570024,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i_2_s0, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570024,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570024/suppl/GSM5570024_OCI-Ly7_OCT2i_rep4_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118500,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363937,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118500
oci-ly7_oct2i_rep5,,,,,,,OCI-Ly7_OCT2i_rep5,GSM5570025,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i_3_s0, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570025,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570025/suppl/GSM5570025_OCI-Ly7_OCT2i_rep5_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118501,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363938,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118501
oci-ly7_oct2i_rep6,,,,,,,OCI-Ly7_OCT2i_rep6,GSM5570026,Public on Sep 11 2021,Sep 08 2021,Sep 11 2021,SRA,1,OCI-Ly7,Homo sapiens,9606,"OCI-Ly7 cells were cultured in medium containing 80% Iscove’s Modified Dulbecco’s Medium with 20% FBS, or 90% RPMI-1640 with 10% FBS (SU-DHL-4), each supplemented with 1% glutamine and 1% penicillin/streptomycin. CRISPRi cells were generated by lentiviral transduction of pHR-SFFV-dCas9-BFP-KRAB (46911, Addgene).",total RNA,"Trizol, Illumina TruSeq stranded mRNA., Paired-end","Sample_LY7_OCT2i_4_s0, mRNA","Read adapter trimming using fastp., Transcript quantification with decoy-aware transcriptome using Salmon version 1.5.1.",GPL20301,"Ashley,Stephen,Doane","asd2007@med.cornell.edu, ashley.doane@gmail.com",Weill Cornell Medicine,1300 York Ave,New York,NY,10021,USA,Illumina HiSeq 4000,cDNA,transcriptomic,RNA-Seq,GSM5570026,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5570nnn/GSM5570026/suppl/GSM5570026_OCI-Ly7_OCT2i_rep6_quant.sf.gz,,"GSE183741, GSE183806",0,SRX12118502,,,,GRCh38.p13; Transcriptome build Gencode Release 38.,Salmon quant.sf files containing transcript quantifications.,https://www.ncbi.nlm.nih.gov/biosample/SAMN21363939,https://www.ncbi.nlm.nih.gov/sra?term=SRX12118502
