sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,treatment,genome_build,supplementary_files_format_and_content,biosample,sra
rna-seq_liver40_cd49a_neg_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703544,SRX9183030,RNA-Seq LIver40_CD49a_neg_stim,GSM4801581,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801581,NONE,GSE158485,0,SRX9183030,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253790,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183030
rna-seq_liver40_cd49a_pos_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703545,SRX9183031,RNA-Seq LIver40_CD49a_pos_stim,GSM4801582,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801582,NONE,GSE158485,0,SRX9183031,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253789,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183031
rna-seq_liver41_cd49a_pos_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703546,SRX9183032,RNA-Seq LIver41_CD49a_pos_stim,GSM4801583,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801583,NONE,GSE158485,0,SRX9183032,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253755,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183032
rna-seq_liver41_cd49a_neg_stim,cDNA,Homo sapiens,SINGLE,SRA,SRR12703547,SRX9183033,RNA-Seq LIver41_CD49a_neg_stim,GSM4801584,Public on Oct 15 2020,Sep 24 2020,Oct 05 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,total RNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk RNA-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,cDNA,transcriptomic,RNA-Seq,GSM4801584,NONE,GSE158485,0,SRX9183033,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253754,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183033
atac-seq_liver39_cd49a_neg_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703548,SRX9183034,ATAC-Seq LIver39_CD49a_neg_unstim,GSM4801585,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801585,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801585/suppl/GSM4801585_BSF_0660_HCG27BBXY_2_Liver39_CD45a_neg_unstim_S55909_sorted_mq10.bed.gz,GSE158485,0,SRX9183034,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253751,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183034
atac-seq_liver39_cd49a_pos_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703549,SRX9183035,ATAC-Seq LIver39_CD49a_pos_unstim,GSM4801586,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801586,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801586/suppl/GSM4801586_BSF_0660_HCG27BBXY_3_Liver39_CD49a_pos_unstim_S55926_sorted_mq10.bed.gz,GSE158485,0,SRX9183035,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253785,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183035
atac-seq_liver40_cd49a_neg_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703550,SRX9183036,ATAC-Seq LIver40_CD49a_neg_unstim,GSM4801587,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801587,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801587/suppl/GSM4801587_BSF_0660_HCG27BBXY_2_Liver40_CD49a_neg_unstim_S55907_sorted_mq10.bed.gz,GSE158485,0,SRX9183036,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253783,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183036
atac-seq_liver40_cd49a_pos_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703551,SRX9183037,ATAC-Seq LIver40_CD49a_pos_unstim,GSM4801588,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801588,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801588/suppl/GSM4801588_BSF_0660_HCG27BBXY_2_Liver40_CD49a_pos_unstim_S55905_sorted_mq10.bed.gz,GSE158485,0,SRX9183037,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253782,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183037
atac-seq_liver41_cd49a_neg_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703552,SRX9183038,ATAC-Seq LIver41_CD49a_neg_unstim,GSM4801589,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801589,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801589/suppl/GSM4801589_BSF_0660_HCG27BBXY_2_Liver41_CD49a_neg_unstim_S55908_sorted_mq10.bed.gz,GSE158485,0,SRX9183038,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253781,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183038
atac-seq_liver41_cd49a_pos_unstim,other,Homo sapiens,SINGLE,SRA,SRR12703553,SRX9183039,ATAC-Seq LIver41_CD49a_pos_unstim,GSM4801590,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801590,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801590/suppl/GSM4801590_BSF_0660_HCG27BBXY_2_Liver41_CD49a_pos_unstim_S55913_sorted_mq10.bed.gz,GSE158485,0,SRX9183039,Liver,Liver CD49a+ NK cells,Unstimulated,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253780,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183039
atac-seq_liver39_cd49a_neg_stim,other,Homo sapiens,SINGLE,SRA,SRR12703554,SRX9183040,ATAC-Seq LIver39_CD49a_neg_stim,GSM4801591,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801591,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801591/suppl/GSM4801591_BSF_0660_HCG27BBXY_2_Liver39_CD45a_neg_stim_S55910_sorted_mq10.bed.gz,GSE158485,0,SRX9183040,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253779,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183040
atac-seq_liver39_cd49a_pos_stim,other,Homo sapiens,SINGLE,SRA,SRR12703555,SRX9183041,ATAC-Seq LIver39_CD49a_pos_stim,GSM4801592,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801592,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801592/suppl/GSM4801592_BSF_0660_HCG27BBXY_3_Liver39_CD49a_pos_stim_S55920_sorted_mq10.bed.gz,GSE158485,0,SRX9183041,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253778,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183041
atac-seq_liver40_cd49a_neg_stim,other,Homo sapiens,SINGLE,SRA,SRR12703556,SRX9183042,ATAC-Seq LIver40_CD49a_neg_stim,GSM4801593,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801593,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801593/suppl/GSM4801593_BSF_0660_HCG27BBXY_3_Liver40_CD49a_neg_stim_S55924_sorted_mq10.bed.gz,GSE158485,0,SRX9183042,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253777,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183042
atac-seq_liver40_cd49a_pos_stim,other,Homo sapiens,SINGLE,SRA,SRR12703557,SRX9183043,ATAC-Seq LIver40_CD49a_pos_stim,GSM4801594,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801594,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801594/suppl/GSM4801594_BSF_0660_HCG27BBXY_3_Liver40_CD49a_pos_stim_S55925_sorted_mq10.bed.gz,GSE158485,0,SRX9183043,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253775,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183043
atac-seq_liver41_cd49a_pos_stim,other,Homo sapiens,SINGLE,SRA,SRR12703558,SRX9183044,ATAC-Seq LIver41_CD49a_pos_stim,GSM4801595,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801595,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801595/suppl/GSM4801595_BSF_0660_HCG27BBXY_2_Liver41_CD49a_neg_stim_S55903_sorted_mq10.bed.gz,GSE158485,0,SRX9183044,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253773,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183044
atac-seq_liver41_cd49a_neg_stim,other,Homo sapiens,SINGLE,SRA,SRR12703559,SRX9183045,ATAC-Seq LIver41_CD49a_neg_stim,GSM4801596,Public on Oct 15 2020,Sep 24 2020,Oct 01 2020,SRA,1,NK cells,Homo sapiens,9606,protocol below every subset section,freshly isolated cells from human Liver tissue,genomic DNA,"Human liver tissue was passed through 70-μm mesh filters and rinsed with 10% FBS in PBS. Leukocytes were isolated using Ficoll gradients., Illumina, SMART-seq",Bulk ATAC-seq,"Single-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh38.92 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.22.1), For ATAC-seq low quality peaks such as blacklisted peaks were eliminated.",GPL21290,"Georg,,Stary",Dermatology,Medical University of Vienna,Spitalgasse 23,Vienna,1090,Austria,Illumina HiSeq 3000,other,genomic,ATAC-seq,GSM4801596,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4801nnn/GSM4801596/suppl/GSM4801596_BSF_0660_HCG27BBXY_2_Liver41_CD49a_pos_stim_S55914_sorted_mq10.bed.gz,GSE158485,0,SRX9183045,Liver,Liver CD49a+ NK cells,Stimulated by IL2,hg38,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.22.1) with Ensembl Known Gene models (version GRCh38.92) as reference annotationsATAC-seq peaks were identified by using the HOMER tool,https://www.ncbi.nlm.nih.gov/biosample/SAMN16253772,https://www.ncbi.nlm.nih.gov/sra?term=SRX9183045
