sample_geo_accession	sample_series_id.x	sample_name	super_tissue	tissue	cell_type	sex	age	donor	technology	ba	brain_region_1	area	super_region	region
GSM4271856	GSE143666	s1_olig_pvc	Brain	primary visual cortex	Oligodendrocyte	male	22		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271857	GSE143666	s3_olig_pvc	Brain	primary visual cortex	Oligodendrocyte	male	28		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271858	GSE143666	s2_olig_pvc	Brain	primary visual cortex	Oligodendrocyte	male	20		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271859	GSE143666	s4_olig_pvc	Brain	primary visual cortex	Oligodendrocyte	female	22		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271860	GSE143666	s1_mgas_acc	Brain	anterior cingulate cortex	microglia and astrocytes	male	22		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4271861	GSE143666	s3_mgas_acc	Brain	anterior cingulate cortex	microglia and astrocytes	male	28		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4271862	GSE143666	s2_mgas_acc	Brain	anterior cingulate cortex	microglia and astrocytes	male	20		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4271863	GSE143666	s4_mgas_acc	Brain	anterior cingulate cortex	microglia and astrocytes	female	22		Bulk ATAC	BA24,32,33	anterior cingulate cortex	Prefrontal Cortex	Dorsomedial Prefrontal Cortex	Anterior Cingulate Cortex
GSM4271864	GSE143666	s4_mgas_dlpfc	Brain	dorsolateral prefrontal cortex	microglia and astrocytes	female	22		Bulk ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM4271865	GSE143666	s1_mgas_dlpfc	Brain	dorsolateral prefrontal cortex	microglia and astrocytes	male	22		Bulk ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM4271866	GSE143666	s2_mgas_dlpfc	Brain	dorsolateral prefrontal cortex	microglia and astrocytes	male	20		Bulk ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM4271867	GSE143666	s3_mgas_dlpfc	Brain	dorsolateral prefrontal cortex	microglia and astrocytes	male	28		Bulk ATAC	BA8,9,46	dorsolateral prefrontal cortex	Prefrontal Cortex	Lateral Prefrontal Cortex	Dorsolateral Prefrontal Cortex
GSM4271868	GSE143666	s1_mgas_pvc	Brain	primary visual cortex	microglia and astrocytes	male	22		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271869	GSE143666	s3_mgas_pvc	Brain	primary visual cortex	microglia and astrocytes	male	28		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271870	GSE143666	s4_mgas_pvc	Brain	primary visual cortex	microglia and astrocytes	female	22		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4271871	GSE143666	s2_mgas_pvc	Brain	primary visual cortex	microglia and astrocytes	male	20		Bulk ATAC	BA17	primary visual cortex	Occipital Lobe	NA	Primary Visual Cortex
GSM4441680	GSE147672	bulkatac_control_caudate_1	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441681	GSE147672	bulkatac_control_caudate_10	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441682	GSE147672	bulkatac_control_caudate_11	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441683	GSE147672	bulkatac_control_caudate_12	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441684	GSE147672	bulkatac_control_caudate_13	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441685	GSE147672	bulkatac_control_caudate_14	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441686	GSE147672	bulkatac_control_caudate_15	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441687	GSE147672	bulkatac_control_caudate_16	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441688	GSE147672	bulkatac_control_caudate_17	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441689	GSE147672	bulkatac_control_caudate_18	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441690	GSE147672	bulkatac_control_caudate_19	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441691	GSE147672	bulkatac_control_caudate_2	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441692	GSE147672	bulkatac_control_caudate_20	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441693	GSE147672	bulkatac_control_caudate_21	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441694	GSE147672	bulkatac_control_caudate_22	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441695	GSE147672	bulkatac_control_caudate_23	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441696	GSE147672	bulkatac_control_caudate_24	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441697	GSE147672	bulkatac_control_caudate_25	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441698	GSE147672	bulkatac_control_caudate_26	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441699	GSE147672	bulkatac_control_caudate_27	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441700	GSE147672	bulkatac_control_caudate_28	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441701	GSE147672	bulkatac_control_caudate_29	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441702	GSE147672	bulkatac_control_caudate_3	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441703	GSE147672	bulkatac_control_caudate_30	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441704	GSE147672	bulkatac_control_caudate_31	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441705	GSE147672	bulkatac_control_caudate_32	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441706	GSE147672	bulkatac_control_caudate_4	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441707	GSE147672	bulkatac_control_caudate_5	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441708	GSE147672	bulkatac_control_caudate_6	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441709	GSE147672	bulkatac_control_caudate_7	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441710	GSE147672	bulkatac_control_caudate_8	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441711	GSE147672	bulkatac_control_caudate_9	Brain	Caudate					Bulk ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441712	GSE147672	bulkatac_control_hippocampus_1	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441713	GSE147672	bulkatac_control_hippocampus_10	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441714	GSE147672	bulkatac_control_hippocampus_11	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441715	GSE147672	bulkatac_control_hippocampus_12	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441716	GSE147672	bulkatac_control_hippocampus_13	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441717	GSE147672	bulkatac_control_hippocampus_14	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441718	GSE147672	bulkatac_control_hippocampus_15	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441719	GSE147672	bulkatac_control_hippocampus_16	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441720	GSE147672	bulkatac_control_hippocampus_17	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441721	GSE147672	bulkatac_control_hippocampus_18	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441722	GSE147672	bulkatac_control_hippocampus_19	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441723	GSE147672	bulkatac_control_hippocampus_2	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441724	GSE147672	bulkatac_control_hippocampus_20	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441725	GSE147672	bulkatac_control_hippocampus_21	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441726	GSE147672	bulkatac_control_hippocampus_22	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441727	GSE147672	bulkatac_control_hippocampus_3	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441728	GSE147672	bulkatac_control_hippocampus_4	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441729	GSE147672	bulkatac_control_hippocampus_5	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441730	GSE147672	bulkatac_control_hippocampus_6	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441731	GSE147672	bulkatac_control_hippocampus_7	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441732	GSE147672	bulkatac_control_hippocampus_8	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441733	GSE147672	bulkatac_control_hippocampus_9	Brain	Hippocampus					Bulk ATAC		Hippocampus	Limbic system	NA	Hippocampus
GSM4441734	GSE147672	bulkatac_control_middle_frontal_gyrus_1	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441735	GSE147672	bulkatac_control_middle_frontal_gyrus_10	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441736	GSE147672	bulkatac_control_middle_frontal_gyrus_11	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441737	GSE147672	bulkatac_control_middle_frontal_gyrus_12	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441738	GSE147672	bulkatac_control_middle_frontal_gyrus_2	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441739	GSE147672	bulkatac_control_middle_frontal_gyrus_3	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441740	GSE147672	bulkatac_control_middle_frontal_gyrus_4	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441741	GSE147672	bulkatac_control_middle_frontal_gyrus_5	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441742	GSE147672	bulkatac_control_middle_frontal_gyrus_6	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441743	GSE147672	bulkatac_control_middle_frontal_gyrus_7	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441744	GSE147672	bulkatac_control_middle_frontal_gyrus_8	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441745	GSE147672	bulkatac_control_middle_frontal_gyrus_9	Brain	Middle Frontal Gyrus					Bulk ATAC		Middle Frontal Gyrus	Frontal Lobe	NA	Middle Frontal Gyrus
GSM4441746	GSE147672	bulkatac_control_middle_temporal_gyri_1	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441747	GSE147672	bulkatac_control_middle_temporal_gyri_10	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441748	GSE147672	bulkatac_control_middle_temporal_gyri_11	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441749	GSE147672	bulkatac_control_middle_temporal_gyri_12	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441750	GSE147672	bulkatac_control_middle_temporal_gyri_2	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441751	GSE147672	bulkatac_control_middle_temporal_gyri_3	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441752	GSE147672	bulkatac_control_middle_temporal_gyri_4	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441753	GSE147672	bulkatac_control_middle_temporal_gyri_5	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441754	GSE147672	bulkatac_control_middle_temporal_gyri_6	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441755	GSE147672	bulkatac_control_middle_temporal_gyri_7	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441756	GSE147672	bulkatac_control_middle_temporal_gyri_8	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441757	GSE147672	bulkatac_control_middle_temporal_gyri_9	Brain	Middle Temporal Gyri					Bulk ATAC	BA21	Middle Temporal Gyri	Temporal Lobe	NA	Middle Temporal Gyrus
GSM4441758	GSE147672	bulkatac_control_parietal_lobe_1	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441759	GSE147672	bulkatac_control_parietal_lobe_10	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441760	GSE147672	bulkatac_control_parietal_lobe_11	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441761	GSE147672	bulkatac_control_parietal_lobe_12	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441762	GSE147672	bulkatac_control_parietal_lobe_13	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441763	GSE147672	bulkatac_control_parietal_lobe_14	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441764	GSE147672	bulkatac_control_parietal_lobe_15	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441765	GSE147672	bulkatac_control_parietal_lobe_16	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441766	GSE147672	bulkatac_control_parietal_lobe_17	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441767	GSE147672	bulkatac_control_parietal_lobe_18	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441768	GSE147672	bulkatac_control_parietal_lobe_2	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441769	GSE147672	bulkatac_control_parietal_lobe_3	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441770	GSE147672	bulkatac_control_parietal_lobe_4	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441771	GSE147672	bulkatac_control_parietal_lobe_5	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441772	GSE147672	bulkatac_control_parietal_lobe_6	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441773	GSE147672	bulkatac_control_parietal_lobe_7	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441774	GSE147672	bulkatac_control_parietal_lobe_8	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441775	GSE147672	bulkatac_control_parietal_lobe_9	Brain	Parietal Lobe					Bulk ATAC		Parietal Lobe	Parietal Lobe	NA	NA
GSM4441776	GSE147672	bulkatac_control_putamen_1	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441777	GSE147672	bulkatac_control_putamen_10	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441778	GSE147672	bulkatac_control_putamen_11	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441779	GSE147672	bulkatac_control_putamen_2	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441780	GSE147672	bulkatac_control_putamen_3	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441781	GSE147672	bulkatac_control_putamen_4	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441782	GSE147672	bulkatac_control_putamen_5	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441783	GSE147672	bulkatac_control_putamen_6	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441784	GSE147672	bulkatac_control_putamen_7	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441785	GSE147672	bulkatac_control_putamen_8	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441786	GSE147672	bulkatac_control_putamen_9	Brain	Putamen					Bulk ATAC		Putamen	Basal Nucleus	Corpus Striatum	Putamen
GSM4441787	GSE147672	bulkatac_control_substantia_nigra_1	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441788	GSE147672	bulkatac_control_substantia_nigra_10	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441789	GSE147672	bulkatac_control_substantia_nigra_11	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441790	GSE147672	bulkatac_control_substantia_nigra_12	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441791	GSE147672	bulkatac_control_substantia_nigra_13	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441792	GSE147672	bulkatac_control_substantia_nigra_14	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441793	GSE147672	bulkatac_control_substantia_nigra_2	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441794	GSE147672	bulkatac_control_substantia_nigra_3	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441795	GSE147672	bulkatac_control_substantia_nigra_4	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441796	GSE147672	bulkatac_control_substantia_nigra_5	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441797	GSE147672	bulkatac_control_substantia_nigra_6	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441798	GSE147672	bulkatac_control_substantia_nigra_7	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441799	GSE147672	bulkatac_control_substantia_nigra_8	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441800	GSE147672	bulkatac_control_substantia_nigra_9	Brain	Substantia Nigra					Bulk ATAC		Substantia Nigra	Basal Nucleus	NA	Subtantia Nigra
GSM4441801	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_1	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441802	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_10	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441803	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_11	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441804	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_12	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441805	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_13	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441806	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_14	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441807	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_15	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441808	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_16	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441809	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_17	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441810	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_18	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441811	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_19	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441812	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_2	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441813	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_3	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441814	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_4	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441815	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_5	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441816	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_6	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441817	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_7	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441818	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_8	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441819	GSE147672	bulkatac_control_superior_and_middle_temporal_gyri_9	Brain	Superior Temporal Gyri					Bulk ATAC	BA22,41,42	Superior Temporal Gyri	Temporal Lobe	NA	Superior Temporal Gyrus
GSM4441820	GSE147672	scatac_control_caudate_1	Brain	Caudate					Single-cell ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441821	GSE147672	scatac_control_caudate_2	Brain	Caudate					Single-cell ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
GSM4441822	GSE147672	scatac_control_caudate_3	Brain	Caudate					Single-cell ATAC		Caudate	Basal Ganglia	Corpus Striatum	Caudate Nucleus
