sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_relation,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,gender,tissue,processed_data_file,genome_build,supplementary_files_format_and_content
c20_gni1_p004_scrna-seq_,,,,,,,C20_GNI1_P004 [scRNA-seq],GSM5762539,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472273,NONE,GSE176367,0,GSM5762539,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
c21_gni1_p004_scrna-seq_,,,,,,,C21_GNI1_P004 [scRNA-seq],GSM5762540,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472274,NONE,GSE176367,0,GSM5762540,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
c22_gni1_p004_scrna-seq_,,,,,,,C22_GNI1_P004 [scRNA-seq],GSM5762541,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472275,NONE,GSE176367,0,GSM5762541,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
c23_gni1_p004_scrna-seq_,,,,,,,C23_GNI1_P004 [scRNA-seq],GSM5762542,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472276,NONE,GSE176367,0,GSM5762542,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d22_gni1_p004_scrna-seq_,,,,,,,D22_GNI1_P004 [scRNA-seq],GSM5762543,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472277,NONE,GSE176367,0,GSM5762543,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d21_gni1_p004_scrna-seq_,,,,,,,D21_GNI1_P004 [scRNA-seq],GSM5762544,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472278,NONE,GSE176367,0,GSM5762544,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d20_gni1_p004_scrna-seq_,,,,,,,D20_GNI1_P004 [scRNA-seq],GSM5762545,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472279,NONE,GSE176367,0,GSM5762545,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d19_gni1_p004_scrna-seq_,,,,,,,D19_GNI1_P004 [scRNA-seq],GSM5762546,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472307,NONE,GSE176367,0,GSM5762546,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d18_gni1_p004_scrna-seq_,,,,,,,D18_GNI1_P004 [scRNA-seq],GSM5762547,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472308,NONE,GSE176367,0,GSM5762547,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d17_gni1_p004_scrna-seq_,,,,,,,D17_GNI1_P004 [scRNA-seq],GSM5762548,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472568,NONE,GSE176367,0,GSM5762548,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d16_gni1_p004_scrna-seq_,,,,,,,D16_GNI1_P004 [scRNA-seq],GSM5762549,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472309,NONE,GSE176367,0,GSM5762549,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d15_gni1_p004_scrna-seq_,,,,,,,D15_GNI1_P004 [scRNA-seq],GSM5762550,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472310,NONE,GSE176367,0,GSM5762550,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
d13_gni1_p004_scrna-seq_,,,,,,,D13_GNI1_P004 [scRNA-seq],GSM5762551,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472303,NONE,GSE176367,0,GSM5762551,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
e15_gni1_p004_scrna-seq_,,,,,,,E15_GNI1_P004 [scRNA-seq],GSM5762552,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472304,NONE,GSE176367,0,GSM5762552,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
e16_gni1_p004_scrna-seq_,,,,,,,E16_GNI1_P004 [scRNA-seq],GSM5762553,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472305,NONE,GSE176367,0,GSM5762553,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
e17_gni1_p004_scrna-seq_,,,,,,,E17_GNI1_P004 [scRNA-seq],GSM5762554,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472306,NONE,GSE176367,0,GSM5762554,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
e18_gni1_p004_scrna-seq_,,,,,,,E18_GNI1_P004 [scRNA-seq],GSM5762555,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472280,NONE,GSE176367,0,GSM5762555,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
e19_gni1_p004_scrna-seq_,,,,,,,E19_GNI1_P004 [scRNA-seq],GSM5762556,Public on Feb 17 2022,Dec 28 2021,Feb 17 2022,SRA,1,large intestine,Homo sapiens,9606,age (y): 71,total RNA,"Non-inflamed biopsies from the large intestine were obtained from three tumor- screening patients and inflamed biopsies from the large intestine were obtained from three Crohn’s disease patients. Briefly, eight punch-biopsies per patients were collected and transported in wash buffer, consisting of Hank’s Balanced Salt Solution (HBSS) supplemented with antibiotics, fungizone and HEPES. Samples were processed within 1 h of biopsy retrieval. Wash buffer was removed and biopsies were enzymatically  ...","Pair-end reads were trimmed for low quality bases and removal of low-quality reads using ReadTools, Trimmed reads were mapped to the Homo sapiens genome (GRCh37.87 assembly) using STAR (v2.5.3a) mapper, The reads mapped in multiple genomic locations were eliminated by using Samtools (v1.4), Read counts for features (exons) were generated using the featureCounts function from the Subread package (v 1.5.3), Smart-seq2 single cell data downstream analysis were perfored using R package Seurat v3.2.3 ...",GPL18573,"Jenny,,Mjösberg",jenny.mjosberg@ki.se,Center for Infectious Medicine,Department of Medicine,Karolinska Institutet,Alfred Nobels allé 8,Huddinge,Stockholm,14152,Sweden,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN24472281,NONE,GSE176367,0,GSM5762556,,,,hg19,Raw gene count matrix was generated using featureCounts function from the Subread package (v 1.5.3) with Ensembl Known Gene models (version GRCh37.87) as reference annotations
