sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,disorder,age,gender,genome_build,supplementary_files_format_and_content,biosample,sra
healthy_control_patient2308_neun-pos_rnaseq_,,,,,,,healthy control Patient2308 [NeuN-pos RNAseq],GSM4523808,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical neuronal nuceli, CdLS.NeuN.positive_GeneCounts.csv, SD023_08","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523808,NONE,"GSE150118, GSE150130",0,SRX8293732,healthy control,24,Female,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854853,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293732
healthy_control_patient3011_neun-pos_rnaseq_,,,,,,,healthy control Patient3011 [NeuN-pos RNAseq],GSM4523809,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical neuronal nuceli, CdLS.NeuN.positive_GeneCounts.csv, SD030_11","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523809,NONE,"GSE150118, GSE150130",0,SRX8293733,healthy control,30,Male,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854852,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293733
cdls_patient380p_neun-pos_rnaseq_,,,,,,,CdLS Patient380P [NeuN-pos RNAseq],GSM4523810,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of CdLS cortical neuronal nuceli, CdLS.NeuN.positive_GeneCounts.csv, CDL_380P","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523810,NONE,"GSE150118, GSE150130",0,SRX8293734,CdLS,19,Male,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854851,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293734
cdls_patient744p_neun-pos_rnaseq_,,,,,,,CdLS Patient744P [NeuN-pos RNAseq],GSM4523811,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of CdLS cortical neuronal nuceli, CdLS.NeuN.positive_GeneCounts.csv, CDL_744P","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523811,NONE,"GSE150118, GSE150130",0,SRX8293735,CdLS,24,Female,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854850,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293735
cdls_patient764p_neun-pos_rnaseq_,,,,,,,CdLS Patient764P [NeuN-pos RNAseq],GSM4523812,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of CdLS cortical neuronal nuceli, CdLS.NeuN.positive_GeneCounts.csv, CDL_764P","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523812,NONE,"GSE150118, GSE150130",0,SRX8293736,CdLS,31,Female,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854849,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293736
healthy_control_neun-negative_rep1,,,,,,,healthy control NeuN-negative Rep1,GSM4523846,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical non-neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical non-neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 4907NeuNneg","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523846,NONE,"GSE150121, GSE150130",0,SRX8293772,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854898,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293772
healthy_control_neun-negative_rep2,,,,,,,healthy control NeuN-negative Rep2,GSM4523847,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical non-neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical non-neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 1739NeuNneg","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523847,NONE,"GSE150121, GSE150130",0,SRX8293773,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854897,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293773
healthy_control_neun-negative_rep3,,,,,,,healthy control NeuN-negative Rep3,GSM4523848,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical non-neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical non-neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 1499NeuNneg","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523848,NONE,"GSE150121, GSE150130",0,SRX8293768,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854896,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293768
healthy_control_neun-positive_rep1,,,,,,,healthy control NeuN-positive Rep1,GSM4523849,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 4907NeuNpos","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523849,NONE,"GSE150121, GSE150130",0,SRX8293769,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854895,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293769
healthy_control_neun-positive_rep2,,,,,,,healthy control NeuN-positive Rep2,GSM4523850,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 1739NeuNpos","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523850,NONE,"GSE150121, GSE150130",0,SRX8293770,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854894,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293770
healthy_control_neun-positive_rep3,,,,,,,healthy control NeuN-positive Rep3,GSM4523851,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,cortical neuronal nuclei,Homo sapiens,9606,"Isolation of nuclei was performed as previously described (Krishnaswami et al., 2016) with minor modifications. Briefly, 50-250mg of pre-frontal cortical grey matter was homogenised in homogenisation buffer (250mM sucrose, 25mM KCl, 5mM MgCl2, 10mM Tris buffer pH 8.0, 1μM DTT, 1X Proteinase Inhibitor w/o EDTA (Roche), 0.4U μl-1 RNaseIn (ThermoFisher) 0.2U μl-1 Superasin (ThermoFisher), 1μM DAPI) and centrifuged through an iodixanol gradient (Sigma). Pelleted nuclei were washed and then stained w ...",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 40ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end 1 ...","RNA-seq of healthy control cortical neuronal nuceli, Ctrl_NueNngeVSNueNpos_GeneCounts.csv, 1499NeuNpos","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to hg38 whole genome using tophat2 (2.0.11) with argument “--library-type fr-firststrand"", Gene annotations were obtained from iGenome UCSC hg38. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL16791,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523851,NONE,"GSE150121, GSE150130",0,SRX8293771,healthy control,,,hg38,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14854893,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293771
rad21tev+_dox6h_24hwash_primary_neuron_culture_rep1,,,,,,,Rad21tev+ DOX6h_24hwash_primary_neuron_culture Rep1,GSM4523999,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX24H_Rep1","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4523999,NONE,"GSE150128, GSE150130",0,SRX8293820,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855555,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293820
rad21tev+dox6h_24hwash_primary_neuron_culture_rep2,,,,,,,Rad21tev+DOX6h_24hwash_primary_neuron_culture Rep2,GSM4524000,Public on Feb 28 2021,May 08 2020,Feb 28 2021,SRA,1,Primary neuron,Mus musculus,10090,"On DIV10 100ng/ml doxycycline or water (as indicated in each individual sample) was added to the cells for 6 horus, and samples collected 24 hours or 7 days later",total RNA,"RNA was purified using the PicoPure RNA isolation kit (ThermoFisher) following the manufacturer's instructions., 200ng of total RNA was used to prepare libraries using the NEBNext® Ultra™ II Directional RNA Library Prep Kit for Illumina (ribozero ribosomal RNA depletion), following the manufacturer recommendations. Library quality and quantity were assessed on a Bionalayser and Qubit respectively. Libraries were sequenced on an Illumina Hiseq2500 (v4 chemistry) and at least 40million paired end  ...","RNA-seq of doxycycline-treated Rad21-Tev primary neuron transduced with NLS-TEV, Rad21Dox1D7D_GeneCounts.csv, TEV_DOX24H_Rep2","Illumina CASAVA 1.8.4 software used for basecalling., Reads were mapped to mm9 whole genome using tophat2 (2.0.11) with argument  “--library-type fr-firststrand"", Gene annotations were obtained from iGenome NCBIM37. Gene-based read count were obtained using featureCounts function from Rsubread Bioconductor package",GPL17021,"LMS,,Bioinformatics Core",bioinformatics@lms.mrc.ac.uk,Bioinformatics Core,MRC London Institute of Medical Sciences,"Hammersmith Hospital Campus, Du Cane Road",London,W12 0NN,United Kingdom,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,GSM4524000,NONE,"GSE150128, GSE150130",0,SRX8293821,,,,mm9,csv file includes Gene counts for each Sample,https://www.ncbi.nlm.nih.gov/biosample/SAMN14855554,https://www.ncbi.nlm.nih.gov/sra?term=SRX8293821
