sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,sex,assembly
dipc-mouse-cerebellum-p021-f1hybrid,,,,,,,dipc-mouse-cerebellum-p021-f1hybrid,GSM7876787,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876787,cerebellum,pooled male and female,hg19 and mm10
dipc-mouse-cerebellum-p028,,,,,,,dipc-mouse-cerebellum-p028,GSM7876788,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876788,cerebellum,pooled male and female,hg19 and mm10
dipc-mouse-cerebellum-p056-purkinje,,,,,,,dipc-mouse-cerebellum-p056-purkinje,GSM7876789,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876789,cerebellum,pooled male and female,hg19 and mm10
dipc-mouse-cerebellum-p056,,,,,,,dipc-mouse-cerebellum-p056,GSM7876790,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876790,cerebellum,pooled male and female,hg19 and mm10
dipc-mouse-cerebellum-p056-f1hybrid,,,,,,,dipc-mouse-cerebellum-p056-f1hybrid,GSM7876791,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876791,cerebellum,pooled male and female,hg19 and mm10
dipc-mouse-cerebellum-p064-p084-diverse,,,,,,,dipc-mouse-cerebellum-p064-p084-diverse,GSM7876792,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876792,cerebellum,male,hg19 and mm10
dipc-mouse-cerebellum-p000-f1hybrid,,,,,,,dipc-mouse-cerebellum-p000-f1hybrid,GSM7876793,Public on Nov 07 2023,Nov 01 2023,Nov 08 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876793,cerebellum,female,hg19 and mm10
dipc-mouse-cerebellum-p000,,,,,,,dipc-mouse-cerebellum-p000,GSM7876794,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,genomic DNA,Dip-C,"mouse.contacts_female.pairs.gz.tar.gz, mouse.contacts_female.seg.gz.tar.gz, mouse.contacts_male.pairs.gz.tar.gz, mouse.contacts_male.seg.gz.tar.gz, mouse.contacts_unisex.info.tar.gz, mouse.contacts_unisex.pairs.gz.tar.gz, mouse.contacts_unisex.seg.gz.tar.gz, mouse.cpg_b1m.color2.tar.gz, mouse.x2a.txt.tar.gz, mouse.contacts_male_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_female_with_haplotypes.pairs.gz.tar.gz, mouse.contacts_male_with_haplotypes.seg.gz.tar.gz, mouse.contacts_female_with_hapl ...",GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,genomic,Hi-C,NONE,GSE246785,0,GSM7876794,cerebellum,male,hg19 and mm10
multiome-human-cerebellum-donor13,,,,,,,multiome-human-cerebellum-donor13,GSM7876795,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum crus 1,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876795/suppl/GSM7876795_archr_37.6_cell_annotation.csv.gz,GSE246785,0,GSM7876795,cerebellum crus 1,male,hg19 and mm10
multiome-human-cerebellum-donor06,,,,,,,multiome-human-cerebellum-donor06,GSM7876796,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,lateral cerebellum,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876796/suppl/GSM7876796_archr_2.3_cell_annotation.csv.gz,GSE246785,0,GSM7876796,lateral cerebellum,male,hg19 and mm10
multiome-human-cerebellum-donor05,,,,,,,multiome-human-cerebellum-donor05,GSM7876797,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,lateral cerebellum,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876797/suppl/GSM7876797_archr_0.7_cell_annotation.csv.gz,GSE246785,0,GSM7876797,lateral cerebellum,male,hg19 and mm10
multiome-human-cerebellum-donor04,,,,,,,multiome-human-cerebellum-donor04,GSM7876798,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum crus 1,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876798/suppl/GSM7876798_archr_0.4_cell_annotation.csv.gz,GSE246785,0,GSM7876798,cerebellum crus 1,male,hg19 and mm10
multiome-human-cerebellum-donor03,,,,,,,multiome-human-cerebellum-donor03,GSM7876799,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,lateral cerebellum,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876799/suppl/GSM7876799_archr_0.2_cell_annotation.csv.gz,GSE246785,0,GSM7876799,lateral cerebellum,male,hg19 and mm10
multiome-human-cerebellum-donor02,,,,,,,multiome-human-cerebellum-donor02,GSM7876800,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,lateral cerebellum,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876800/suppl/GSM7876800_archr_0.1b_cell_annotation.csv.gz,GSE246785,0,GSM7876800,lateral cerebellum,male,hg19 and mm10
multiome-human-cerebellum-donor01,,,,,,,multiome-human-cerebellum-donor01,GSM7876801,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,lateral cerebellum,Homo sapiens,9606,other,Dip-C,"liger_objects.tar, liger_k100_cell_annotation.txt, liger_k150_cell_annotation.txt, liger_k50_cell_annotation.txt, archr_objects.tar",GPL24676,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876801/suppl/GSM7876801_archr_0.1a_cell_annotation.csv.gz,GSE246785,0,GSM7876801,lateral cerebellum,male,hg19 and mm10
multiome-mouse-cerebellum-p014,,,,,,,multiome-mouse-cerebellum-p014,GSM7876802,Public on Nov 07 2023,Nov 01 2023,Nov 07 2023,SRA,1,cerebellum,Mus musculus,10090,other,Dip-C,archr_objects.tar,GPL24247,"Longzhi,,Tan",tttt@stanford.edu,Tan Lab,Neurobiology,Stanford University,Stanford,CA,94305,USA,Illumina NovaSeq 6000,other,other,OTHER,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7876nnn/GSM7876802/suppl/GSM7876802_archr_p014_cell_annotation.csv.gz,GSE246785,0,GSM7876802,cerebellum,pooled male and female,hg19 and mm10
