sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_supplementary_file_2,sample_series_id,sample_data_row_count,big_key,genome_build,supplementary_files_format_and_content,biosample,sra
4y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873109,SRX10253517,4y_snATAC,GSM5138532,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA46",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2109","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138532,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138532/suppl/GSM5138532_RL2210_4y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138532/suppl/GSM5138532_RL2210_4y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253517,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200458,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253517
6y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873110,SRX10253518,6y_snRNAseq,GSM5138533,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA46",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2364","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138533,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138533/suppl/GSM5138533_RL2106_6y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138533/suppl/GSM5138533_RL2106_6y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253518,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200457,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253518
6y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873111,SRX10253519,6y_snATAC,GSM5138534,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA46",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2106","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138534,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138534/suppl/GSM5138534_RL2364_6y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138534/suppl/GSM5138534_RL2364_6y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253519,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200456,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253519
8y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873112,SRX10253520,8y_snRNAseq,GSM5138535,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL1994","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL21697,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,NextSeq 550,cDNA,transcriptomic,RNA-Seq,GSM5138535,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138535/suppl/GSM5138535_RL1614_8y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138535/suppl/GSM5138535_RL1614_8y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253520,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200451,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253520
8y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873113,SRX10253521,8y_snATAC,GSM5138536,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL1614","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138536,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138536/suppl/GSM5138536_RL1994_8y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138536/suppl/GSM5138536_RL1994_8y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253521,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200450,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253521
10y_a_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873114,SRX10253522,10y_a_snRNAseq,GSM5138537,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2368","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138537,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138537/suppl/GSM5138537_RL2110_10y_a_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138537/suppl/GSM5138537_RL2110_10y_a_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253522,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200480,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253522
10y_b_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873115,SRX10253523,10y_b_snRNAseq,GSM5138538,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138538,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138538/suppl/GSM5138538_RL2126_10y_b_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138538/suppl/GSM5138538_RL2126_10y_b_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253523,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200469,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253523
10y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873116,SRX10253524,10y_snATAC,GSM5138539,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2110","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138539,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138539/suppl/GSM5138539_RL2368_10y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138539/suppl/GSM5138539_RL2368_10y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253524,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200479,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253524
12y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873117,SRX10253525,12y_snRNAseq,GSM5138540,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, no paired snATAC data","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138540,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138540/suppl/GSM5138540_RL2127_12y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138540/suppl/GSM5138540_RL2127_12y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253525,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200478,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253525
14y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873118,SRX10253526,14y_snRNAseq,GSM5138541,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL2372","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138541,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138541/suppl/GSM5138541_RL2130_14y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138541/suppl/GSM5138541_RL2130_14y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253526,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200477,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253526
14y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873119,SRX10253527,14y_snATAC,GSM5138542,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA9",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2130","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138542,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138542/suppl/GSM5138542_RL2372_14y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138542/suppl/GSM5138542_RL2372_14y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253527,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200472,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253527
16y_snrnaseq,cDNA,Homo sapiens,PAIRED,SRA,SRR13873120,SRX10253528,16y_snRNAseq,GSM5138543,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA10",Homo sapiens,9606,tissue: brain,total RNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","nuclear RNA, same donor as RL1785","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,GSM5138543,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138543/suppl/GSM5138543_RL2102_16y_snRNAseq_filtered_feature_bc_matrix.h5.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138543/suppl/GSM5138543_RL2102_16y_snRNAseq_raw_feature_bc_matrix.h5.gz,GSE168408,0,SRX10253528,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200471,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253528
16y_snatac,other,Homo sapiens,PAIRED,SRA,SRR13873121,SRX10253529,16y_snATAC,GSM5138544,Public on Oct 31 2022,Mar 07 2021,Oct 31 2022,SRA,1,"prefrontal cortex, BA10",Homo sapiens,9606,tissue: brain,genomic DNA,"Per sample, 50 mg of frozen brain tissue was lysed and nuclei extracted. Nuclei were then either enriched by DAPI-positive FANS for single cell gene expression library generation or cleaned with a sucrose gradient centrifugation for single cell ATAC library generation., 10X Genomics 3' Single Cell Gene Expression v2/v3 , 10X Genomics Single Cell ATAC, snRNA-seq, snATAC-seq","genomic DNA, same donor as RL2102","cellranger mkfastq with Cellranger v3.1 to generate fastq files as inout for count pipeline., cellranger count with Cellranger v3.1 to generate feature-barcode matrices of gene expression., cellranger-atac mkfastq with Cellranger-ATAC v1.2 to generate fastq files as input for count pipeline., cellranger-atac count with Cellranger-ATAC v1.2 to generate BED-like tabular file with contains frgaments captured by the assay and barcode information in single cell output tables.",GPL24676,"Ryan,,Lister",ryanlister@gmail.com,61864884407,The University of Western Australia,35 Stirling Highway,Perth,WA,6009,Australia,Illumina NovaSeq 6000,other,genomic,ATAC-seq,GSM5138544,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138544/suppl/GSM5138544_RL1785_16y_snATAC_fragments.tsv.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5138nnn/GSM5138544/suppl/GSM5138544_RL1785_16y_snATAC_fragments.tsv.gz.tbi.gz,GSE168408,0,SRX10253529,hg19,"For snRNA-seq data: feature-barcode matrices in HDF5 format containing every barcode from the fixed list of known-good barcode sequences that has at least 1 read for raw_feature files, or only containing detected cellular barcodes for filtered_feature files. For snATAC, a BED-like tabular fragment file with each line representing a unique ATAC-seq fragment captured by the assay,  an index for the fragments file as well as a singlecell file containing cell barcodes, QC information and ATAC signal ...",https://www.ncbi.nlm.nih.gov/biosample/SAMN18200470,https://www.ncbi.nlm.nih.gov/sra?term=SRX10253529
