sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_description,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,patient,condition,tissue,tissue_source,project,raw_data_location,raw_data_id,assay,library_strategy,genome_build,supplementary_files_format_and_content,biosample
premiere41,,,,,,,PREMIERE41,GSM5554508,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554508,1153EO3,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207034
premiere42,,,,,,,PREMIERE42,GSM5554509,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554509,1157EO1,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207035
premiere43,,,,,,,PREMIERE43,GSM5554510,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554510,1157EO2,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207036
premiere44,,,,,,,PREMIERE44,GSM5554511,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554511,1157EO3,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207037
premiere45,,,,,,,PREMIERE45,GSM5554512,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554512,1158EO1,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207038
premiere46,,,,,,,PREMIERE46,GSM5554513,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554513,1158EO2,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207039
premiere47,,,,,,,PREMIERE47,GSM5554514,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554514,1158EO3,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207040
premiere48,,,,,,,PREMIERE48,GSM5554515,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554515,1162EO1,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207041
premiere49,,,,,,,PREMIERE49,GSM5554516,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney,Homo sapiens,9606,polyA RNA,"Single cells were isolated from frozen tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.7dthi6n, 10X single cell RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.7dthi6n using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_scCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_scCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.7.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, A cutoff of < 50% mitochondrial reads per cell was applied, Ambient mRNA contamination was corrected using SoupX (v1.5.0), Cell barcodes having greater than 500 and less than 5000 genes detected were kept for downstream analyses",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183276, GSE183279",0,GSM5554516,1162EO2,Reference,Kidney,LivingDonor Biopsy,CZI-HCA,ncbi.nlm.nih.gov/geo/,GSE169285,10X scRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207042
kpmp_20191204a_10x-r,,,,,,,KPMP_20191204A_10X-R,GSM5554523,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554523,31-10001,Diabetic Kidney Disease (DKD),Kidney Medulla,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207124
kpmp_20191204b_10x-r,,,,,,,KPMP_20191204B_10X-R,GSM5554524,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554524,29-10006,Diabetic Kidney Disease (DKD),Kidney Cortex,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207125
kpmp_20191219a_10x-r,,,,,,,KPMP_20191219A_10X-R,GSM5554525,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554525,30-10034,Acute Kidney Injury (AKI),Kidney Cortex,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207126
kpmp_20191219b_10x-r,,,,,,,KPMP_20191219B_10X-R,GSM5554526,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Medulla,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554526,31-10006,Hypertensive CKD (H-CKD),Kidney Medulla,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207127
kpmp_20191219c_10x-r,,,,,,,KPMP_20191219C_10X-R,GSM5554527,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554527,32-10003,Acute Kidney Injury (AKI),Kidney Cortex,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207128
kpmp_20191219d_10x-r,,,,,,,KPMP_20191219D_10X-R,GSM5554528,Public on Oct 10 2022,Sep 02 2021,Oct 10 2022,SRA,1,Kidney Cortex,Homo sapiens,9606,polyA RNA,"Nuclei were isolated from cryosectioned tissues according to the following protocol: dx.doi.org/10.17504/protocols.io.ufketkw with the exception that 4',6-diamidino-2-phenylindole (DAPI) was excluded from the nuclear extraction buffer and only used to stain a subset of nuclei used for counting, 10X single nucleus RNA sequencing was performed according to dx.doi.org/10.17504/protocols.io.86khzcw using the 10X Chromium Single-Cell 3’ Reagent Kit v3","Kidney_Healthy-Injury_Cell_Atlas_snCv3_Seurat_07302021.h5Seurat, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Counts_07302021.RDS, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_07302021.txt, Kidney_Healthy-Injury_Cell_Atlas_snCv3_Metadata_Field_Descriptions.txt","Basecalls were performed using NovaSeq Control Software v1.6.0, Sample demultiplexing, barcode processing, and gene expression quantifications were performed with the 10X Cell Ranger v3 pipeline using the GRCh38 (hg38) reference genome, Mitochondrial transcripts (MT-*) were removed, Doublets were identified using the DoubletDetection software (v2.4.0) and removed, Cell barcodes having greater than 400 and less than 7500 genes detected were kept for downstream analyses, A gene UMI ratio filter (g ...",GPL24676,"Kun,,Zhang",UCSD,9500 Gilman Drive,La Jolla,California,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,NONE,"GSE183277, GSE183279",0,GSM5554528,29-10008,Hypertensive CKD (H-CKD),Kidney Cortex,Biopsy,KPMP,atlas.kpmp.org,,10X snRNA-seq,,GRCh38 (hg38),"Seurat object in h5Seurat format, raw RNA counts provided in RDS format, sample metadata table in txt format, and metadata field descriptions in txt format",https://www.ncbi.nlm.nih.gov/biosample/SAMN21207100
