sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,chip_antibody,chip_antibody_vendor,chip_antibody_cat_,chip_antibody_lot_batch_,genome_build,biosample,sra
ar_uw_pdx_86-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856228,SRX8406457,AR_UW_PDX_86-2,GSM4569859,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_86_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569859,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569859/suppl/GSM4569859_AR_UW_PDX_86-2.bw,GSE130408,0,SRX8406457,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032571,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406457
ar_uw_pdx_92,ChIP,Homo sapiens,SINGLE,SRA,SRR11856229,SRX8406458,AR_UW_PDX_92,GSM4569860,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_92,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569860,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569860/suppl/GSM4569860_AR_UW_PDX_92.bw,GSE130408,0,SRX8406458,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032570,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406458
ar_uw_pdx_136,ChIP,Homo sapiens,SINGLE,SRA,SRR11856230,SRX8406459,AR_UW_PDX_136,GSM4569861,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_136,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569861,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569861/suppl/GSM4569861_AR_UW_PDX_136.bw,GSE130408,0,SRX8406459,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032567,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406459
ar_uw_pdx_141,ChIP,Homo sapiens,SINGLE,SRA,SRR11856231,SRX8406460,AR_UW_PDX_141,GSM4569862,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_141,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569862,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569862/suppl/GSM4569862_AR_UW_PDX_141.bw,GSE130408,0,SRX8406460,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032518,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406460
ar_uw_pdx_167,ChIP,Homo sapiens,SINGLE,SRA,SRR11856232,SRX8406477,AR_UW_PDX_167,GSM4569863,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_167,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569863,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569863/suppl/GSM4569863_AR_UW_PDX_167.bw,GSE130408,0,SRX8406477,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032517,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406477
ar_uw_pdx_170-2,ChIP,Homo sapiens,SINGLE,SRA,SRR11856233,SRX8406478,AR_UW_PDX_170-2,GSM4569864,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_170_2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569864,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569864/suppl/GSM4569864_AR_UW_PDX_170-2.bw,GSE130408,0,SRX8406478,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032516,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406478
ar_uw_pdx_170-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856234,SRX8406479,AR_UW_PDX_170-3,GSM4569865,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_170_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569865,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569865/suppl/GSM4569865_AR_UW_PDX_170-3.bw,GSE130408,0,SRX8406479,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032515,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406479
ar_uw_pdx_189-3,ChIP,Homo sapiens,SINGLE,SRA,SRR11856235,SRX8406480,AR_UW_PDX_189-3,GSM4569866,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_189_3,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569866,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569866/suppl/GSM4569866_AR_UW_PDX_189-3.bw,GSE130408,0,SRX8406480,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032569,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406480
ar_uw_pdx_189-4,ChIP,Homo sapiens,SINGLE,SRA,SRR11856236,SRX8406481,AR_UW_PDX_189-4,GSM4569867,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,CRPC PDX,Homo sapiens,9606,genomic DNA,AR_PDX_189_4,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569867,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569867/suppl/GSM4569867_AR_UW_PDX_189-4.bw,GSE130408,0,SRX8406481,CRPC pdx,AR,Santa Cruz Biotechnology,SC816X,F1515,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032568,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406481
foxa1_df_2078_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856237,SRX8406482,FOXA1_DF_2078_N,GSM4569868,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2078_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569868,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569868/suppl/GSM4569868_FOXA1_DF_2078_N.bw,GSE130408,0,SRX8406482,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032514,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406482
foxa1_df_2480_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856238,SRX8406483,FOXA1_DF_2480_N,GSM4569869,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2480_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569869,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569869/suppl/GSM4569869_FOXA1_DF_2480_N.bw,GSE130408,0,SRX8406483,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032513,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406483
foxa1_df_2483_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856239,SRX8406484,FOXA1_DF_2483_N,GSM4569870,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2483_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569870,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569870/suppl/GSM4569870_FOXA1_DF_2483_N.bw,GSE130408,0,SRX8406484,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032512,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406484
foxa1_df_2484_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856240,SRX8406485,FOXA1_DF_2484_N,GSM4569871,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2484_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569871,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569871/suppl/GSM4569871_FOXA1_DF_2484_N.bw,GSE130408,0,SRX8406485,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032511,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406485
foxa1_df_2030_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856241,SRX8406486,FOXA1_DF_2030_N,GSM4569872,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,FOXA1_2030_N,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569872,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569872/suppl/GSM4569872_FOXA1_DF_2030_N.bw,GSE130408,0,SRX8406486,localized prostate tissue,FOXA1,Abcam,ab23738,GR 176970-2,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032548,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406486
foxa1_nki_1_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856242,SRX8406487,FOXA1_NKI_1_N,GSM4569873,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_1_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569873,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569873/suppl/GSM4569873_FOXA1_NKI_1_N.bw,GSE130408,0,SRX8406487,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032547,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406487
foxa1_nki_5_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856243,SRX8406488,FOXA1_NKI_5_N,GSM4569874,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_5_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569874,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569874/suppl/GSM4569874_FOXA1_NKI_5_N.bw,GSE130408,0,SRX8406488,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032546,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406488
foxa1_nki_7_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856244,SRX8406489,FOXA1_NKI_7_N,GSM4569875,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_7_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569875,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569875/suppl/GSM4569875_FOXA1_NKI_7_N.bw,GSE130408,0,SRX8406489,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032545,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406489
foxa1_nki_13_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856245,SRX8406490,FOXA1_NKI_13_N,GSM4569876,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_13_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569876,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569876/suppl/GSM4569876_FOXA1_NKI_13_N.bw,GSE130408,0,SRX8406490,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032542,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406490
foxa1_nki_19_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856246,SRX8406491,FOXA1_NKI_19_N,GSM4569877,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_19_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569877,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569877/suppl/GSM4569877_FOXA1_NKI_19_N.bw,GSE130408,0,SRX8406491,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032541,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406491
foxa1_nki_23_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856247,SRX8406492,FOXA1_NKI_23_N,GSM4569878,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_23_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569878,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569878/suppl/GSM4569878_FOXA1_NKI_23_N.bw,GSE130408,0,SRX8406492,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032540,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406492
foxa1_nki_25_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856248,SRX8406500,FOXA1_NKI_25_N,GSM4569879,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_25_FOXA1_Healthy_rep2,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569879,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569879/suppl/GSM4569879_FOXA1_NKI_25_N.bw,GSE130408,0,SRX8406500,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032539,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406500
foxa1_nki_27_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856249,SRX8406501,FOXA1_NKI_27_N,GSM4569880,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_27_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569880,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569880/suppl/GSM4569880_FOXA1_NKI_27_N.bw,GSE130408,0,SRX8406501,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032538,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406501
foxa1_nki_29_n,ChIP,Homo sapiens,SINGLE,SRA,SRR11856250,SRX8406502,FOXA1_NKI_29_N,GSM4569881,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_29_FOXA1_Healthy,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569881,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569881/suppl/GSM4569881_FOXA1_NKI_29_N.bw,GSE130408,0,SRX8406502,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032537,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406502
foxa1_nki_1_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856251,SRX8406503,FOXA1_NKI_1_T,GSM4569882,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_1_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569882,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569882/suppl/GSM4569882_FOXA1_NKI_1_T.bw,GSE130408,0,SRX8406503,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032544,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406503
foxa1_nki_5_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856252,SRX8406504,FOXA1_NKI_5_T,GSM4569883,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_5_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569883,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569883/suppl/GSM4569883_FOXA1_NKI_5_T.bw,GSE130408,0,SRX8406504,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032543,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406504
foxa1_nki_7_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856253,SRX8406505,FOXA1_NKI_7_T,GSM4569884,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_7_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569884,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569884/suppl/GSM4569884_FOXA1_NKI_7_T.bw,GSE130408,0,SRX8406505,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032536,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406505
foxa1_nki_13_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856254,SRX8406506,FOXA1_NKI_13_T,GSM4569885,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_13_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569885,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569885/suppl/GSM4569885_FOXA1_NKI_13_T.bw,GSE130408,0,SRX8406506,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032535,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406506
foxa1_nki_19_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856255,SRX8406507,FOXA1_NKI_19_T,GSM4569886,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_19_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569886,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569886/suppl/GSM4569886_FOXA1_NKI_19_T.bw,GSE130408,0,SRX8406507,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032534,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406507
foxa1_nki_23_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856256,SRX8406508,FOXA1_NKI_23_T,GSM4569887,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_23_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569887,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569887/suppl/GSM4569887_FOXA1_NKI_23_T.bw,GSE130408,0,SRX8406508,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032533,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406508
foxa1_nki_27_t,ChIP,Homo sapiens,SINGLE,SRA,SRR11856257,SRX8406509,FOXA1_NKI_27_T,GSM4569888,Public on Jun 16 2020,May 27 2020,Jun 16 2020,SRA,1,Patient localized prostate tissue,Homo sapiens,9606,genomic DNA,NKI_27_FOXA1_Tumor,GPL18573,"Matthew,,Freedman",freedman@broadinstitute.org,Dana Faber Cancer Institute,450 Brookline Avenue,Boston,Massachusetts,02115,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSM4569888,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4569nnn/GSM4569888/suppl/GSM4569888_FOXA1_NKI_27_T.bw,GSE130408,0,SRX8406509,Patient localized prostate tissue,FOXA1,Abcam,ab5089,GR120766-17,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15032532,https://www.ncbi.nlm.nih.gov/sra?term=SRX8406509
