sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,species,donor_id,age,sex,library_type,sra,biosample
mop_3c_rep1_multiome_gene_expression_,,,,,,,Mop_3C_rep1 (Multiome Gene Expression),GSM7156251,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"Mop_3C_rep1_barcodes.tsv.gz, Mop_3C_rep1_features.tsv.gz, Mop_3C_rep1_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156251,NONE,GSE229169,0,SRX19907350,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907350,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115770
mop_3c_rep2_multiome_atac_,,,,,,,Mop_3C_rep2 (Multiome ATAC),GSM7156252,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"replication of Mop_3C, Mop_3C_rep2_barcodes.tsv.gz, Mop_3C_rep2_features.tsv.gz, Mop_3C_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156252,NONE,GSE229169,0,SRX19907356,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907356,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115769
mop_3c_rep2_multiome_gene_expression_,,,,,,,Mop_3C_rep2 (Multiome Gene Expression),GSM7156253,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"replication of Mop_3C, Mop_3C_rep2_barcodes.tsv.gz, Mop_3C_rep2_features.tsv.gz, Mop_3C_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156253,NONE,GSE229169,0,SRX19907351,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907351,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115768
mop_5d_rep1_multiome_atac_,,,,,,,Mop_5D_rep1 (Multiome ATAC),GSM7156254,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"Mop_5D_rep1_barcodes.tsv.gz, Mop_5D_rep1_features.tsv.gz, Mop_5D_rep1_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156254,NONE,GSE229169,0,SRX19907352,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907352,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115767
mop_5d_rep1_multiome_gene_expression_,,,,,,,Mop_5D_rep1 (Multiome Gene Expression),GSM7156255,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"Mop_5D_rep1_barcodes.tsv.gz, Mop_5D_rep1_features.tsv.gz, Mop_5D_rep1_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156255,NONE,GSE229169,0,SRX19907372,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907372,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115766
mop_2c_rep2_multiome_atac_,,,,,,,Mop_2C_rep2 (Multiome ATAC),GSM7156256,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"replication of Mop_2C, Mop_2C_rep2_barcodes.tsv.gz, Mop_2C_rep2_features.tsv.gz, Mop_2C_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156256,NONE,GSE229169,0,SRX19907373,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907373,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115765
mop_2c_rep2_multiome_gene_expression_,,,,,,,Mop_2C_rep2 (Multiome Gene Expression),GSM7156257,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"replication of Mop_2C, Mop_2C_rep2_barcodes.tsv.gz, Mop_2C_rep2_features.tsv.gz, Mop_2C_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156257,NONE,GSE229169,0,SRX19907375,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907375,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115764
mop_4b_rep1_multiome_atac_,,,,,,,Mop_4B_rep1 (Multiome ATAC),GSM7156258,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"Mop_4B_rep1_barcodes.tsv.gz, Mop_4B_rep1_features.tsv.gz, Mop_4B_rep1_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156258,NONE,GSE229169,0,SRX19907376,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907376,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115763
mop_4b_rep1_multiome_gene_expression_,,,,,,,Mop_4B_rep1 (Multiome Gene Expression),GSM7156259,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"Mop_4B_rep1_barcodes.tsv.gz, Mop_4B_rep1_features.tsv.gz, Mop_4B_rep1_matrix.mtx.gz",GPL19057,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,GSM7156259,NONE,GSE229169,0,SRX19907374,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907374,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115762
mop_4b_rep2_multiome_atac_,,,,,,,Mop_4B_rep2 (Multiome ATAC),GSM7156260,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"replication of Mop_4B, Mop_4B_rep2_barcodes.tsv.gz, Mop_4B_rep2_features.tsv.gz, Mop_4B_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156260,NONE,GSE229169,0,SRX19907377,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907377,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115761
mop_4b_rep2_multiome_gene_expression_,,,,,,,Mop_4B_rep2 (Multiome Gene Expression),GSM7156261,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"replication of Mop_4B, Mop_4B_rep2_barcodes.tsv.gz, Mop_4B_rep2_features.tsv.gz, Mop_4B_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156261,NONE,GSE229169,0,SRX19907378,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907378,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115760
mop_5d_rep2_multiome_atac_,,,,,,,Mop_5D_rep2 (Multiome ATAC),GSM7156262,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,genomic DNA,"replication of Mop_5D, Mop_5D_rep2_barcodes.tsv.gz, Mop_5D_rep2_features.tsv.gz, Mop_5D_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,other,genomic single cell,ATAC-seq,GSM7156262,NONE,GSE229169,0,SRX19907379,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome ATAC,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907379,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115759
mop_5d_rep2_multiome_gene_expression_,,,,,,,Mop_5D_rep2 (Multiome Gene Expression),GSM7156263,Public on Oct 31 2023,Apr 07 2023,Oct 31 2023,SRA,1,primary motor cortex,Mus musculus,10090,total RNA,"replication of Mop_5D, Mop_5D_rep2_barcodes.tsv.gz, Mop_5D_rep2_features.tsv.gz, Mop_5D_rep2_matrix.mtx.gz",GPL24247,"Bing,,Ren",biren@health.ucsd.edu,UCSD,9500 Gilman Drive,La Jolla,CA,92093,USA,Illumina NovaSeq 6000,cDNA,transcriptomic single cell,RNA-Seq,GSM7156263,NONE,GSE229169,0,SRX19907380,primary motor cortex,Mouse,4 mice are pooled,P56,M,10x Genomics Multiome Gene Expression,https://www.ncbi.nlm.nih.gov/sra?term=SRX19907380,https://www.ncbi.nlm.nih.gov/biosample/SAMN34115758
