sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,genome_build,biosample,sra
lps_challenge_donor_2-2,other,Homo sapiens,PAIRED,SRA,SRR11909955,SRX8456503,LPS challenge Donor 2-2,GSM4646394,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LPS for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646394,NONE,"GSE153520, GSE153522",0,SRX8456503,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087023,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456503
lta_challenge_donor_2-1,other,Homo sapiens,PAIRED,SRA,SRR11909953,SRX8456505,LTA challenge Donor 2-1,GSM4646395,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646395,NONE,"GSE153520, GSE153522",0,SRX8456505,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087024,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456505
lta_challenge_donor_2-2,other,Homo sapiens,PAIRED,SRA,SRR11909952,SRX8456506,LTA challenge Donor 2-2,GSM4646396,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646396,NONE,"GSE153520, GSE153522",0,SRX8456506,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087025,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456506
r848_challenge_donor_2-1,other,Homo sapiens,PAIRED,SRA,SRR11909951,SRX8456507,R848 challenge Donor 2-1,GSM4646397,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646397,NONE,"GSE153520, GSE153522",0,SRX8456507,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087026,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456507
r848_challenge_donor_2-2,other,Homo sapiens,PAIRED,SRA,SRR11909950,SRX8456508,R848 challenge Donor 2-2,GSM4646398,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646398,NONE,"GSE153520, GSE153522",0,SRX8456508,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087027,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456508
whole_blood_donor_2-1,other,Homo sapiens,PAIRED,SRA,SRR11909949,SRX8456509,Whole Blood Donor 2-1,GSM4646399,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Untreated whole blood from healthy donor,Homo sapiens,9606,tissue: whole blood,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646399,NONE,"GSE153520, GSE153522",0,SRX8456509,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087028,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456509
whole_blood_donor_2-2,other,Homo sapiens,PAIRED,SRA,SRR11909948,SRX8456510,Whole Blood Donor 2-2,GSM4646400,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Untreated whole blood from healthy donor,Homo sapiens,9606,tissue: whole blood,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646400,NONE,"GSE153520, GSE153522",0,SRX8456510,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087029,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456510
sa_challenge_10_3_donor_2-1,other,Homo sapiens,PAIRED,SRA,SRR11909947,SRX8456511,SA challenge 10^3 Donor 2-1,GSM4646401,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Whole blood challenged with 10^3 cells of Staphylococcus aureus,Homo sapiens,9606,tissue: whole blood,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646401,NONE,"GSE153520, GSE153522",0,SRX8456511,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087030,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456511
sa_challenge_10_3_donor_2-2,other,Homo sapiens,PAIRED,SRA,SRR11909946,SRX8456512,SA challenge 10^3 Donor 2-2,GSM4646402,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Whole blood challenged with 10^3 cells of Staphylococcus aureus,Homo sapiens,9606,tissue: whole blood,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646402,NONE,"GSE153520, GSE153522",0,SRX8456512,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087031,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456512
bgp_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909945,SRX8456513,BGP challenge Donor  3-1,GSM4646403,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with  BGP for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646403,NONE,"GSE153520, GSE153522",0,SRX8456513,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087032,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456513
bgp_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909944,SRX8456514,BGP challenge Donor 3-2,GSM4646404,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with BGP for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646404,NONE,"GSE153520, GSE153522",0,SRX8456514,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087033,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456514
control_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909942,SRX8456516,Control Donor 3-1,GSM4646405,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy untreated neutrophils,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646405,NONE,"GSE153520, GSE153522",0,SRX8456516,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087034,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456516
control_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909941,SRX8456517,Control Donor 3-2,GSM4646406,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy untreated neutrophils,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646406,NONE,"GSE153520, GSE153522",0,SRX8456517,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087035,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456517
flag_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909940,SRX8456518,FLAG challenge Donor 3-1,GSM4646407,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with FLAG for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646407,NONE,"GSE153520, GSE153522",0,SRX8456518,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087036,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456518
flag_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909939,SRX8456519,FLAG challenge Donor 3-2,GSM4646408,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with FLAG for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646408,NONE,"GSE153520, GSE153522",0,SRX8456519,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087037,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456519
hmgb1_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909938,SRX8456520,HMGB1 challenge Donor 3-1,GSM4646409,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with HMGB1 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646409,NONE,"GSE153520, GSE153522",0,SRX8456520,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087038,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456520
hmgb1_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909937,SRX8456521,HMGB1 challenge Donor 3-2,GSM4646410,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with HMGB1 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646410,NONE,"GSE153520, GSE153522",0,SRX8456521,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087039,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456521
lps_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909936,SRX8456522,LPS challenge Donor 3-1,GSM4646411,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LPS for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646411,NONE,"GSE153520, GSE153522",0,SRX8456522,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087040,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456522
lps_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909935,SRX8456523,LPS challenge Donor 3-2,GSM4646412,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LPS for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646412,NONE,"GSE153520, GSE153522",0,SRX8456523,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087041,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456523
lta_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909934,SRX8456524,LTA challenge Donor 3-1,GSM4646413,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646413,NONE,"GSE153520, GSE153522",0,SRX8456524,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087042,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456524
lta_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909933,SRX8456525,LTA challenge Donor 3-2,GSM4646414,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646414,NONE,"GSE153520, GSE153522",0,SRX8456525,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087043,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456525
r848_challenge_donor_3-1,other,Homo sapiens,PAIRED,SRA,SRR11909931,SRX8456527,R848 challenge Donor 3-1,GSM4646415,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646415,NONE,"GSE153520, GSE153522",0,SRX8456527,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087044,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456527
r848_challenge_donor_3-2,other,Homo sapiens,PAIRED,SRA,SRR11909930,SRX8456528,R848 challenge Donor 3-2,GSM4646416,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646416,NONE,"GSE153520, GSE153522",0,SRX8456528,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087045,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456528
bgp_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909929,SRX8456529,BGP challenge Donor  4-1,GSM4646417,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with  BGP for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646417,NONE,"GSE153520, GSE153522",0,SRX8456529,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087046,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456529
bgp_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909928,SRX8456530,BGP challenge Donor 4-2,GSM4646418,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with BGP for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646418,NONE,"GSE153520, GSE153522",0,SRX8456530,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087047,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456530
control_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909927,SRX8456531,Control Donor 4-1,GSM4646419,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy untreated neutrophils,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646419,NONE,"GSE153520, GSE153522",0,SRX8456531,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087048,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456531
control_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909926,SRX8456532,Control Donor 4-2,GSM4646420,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy untreated neutrophils,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646420,NONE,"GSE153520, GSE153522",0,SRX8456532,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087049,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456532
flag_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909925,SRX8456533,FLAG challenge Donor 4-1,GSM4646421,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with FLAG for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646421,NONE,"GSE153520, GSE153522",0,SRX8456533,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087050,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456533
flag_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909924,SRX8456534,FLAG challenge Donor 4-2,GSM4646422,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with FLAG for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646422,NONE,"GSE153520, GSE153522",0,SRX8456534,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087051,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456534
hmgb1_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909923,SRX8456535,HMGB1 challenge Donor 4-1,GSM4646423,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with HMGB1 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646423,NONE,"GSE153520, GSE153522",0,SRX8456535,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087052,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456535
hmgb1_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909922,SRX8456536,HMGB1 challenge Donor 4-2,GSM4646424,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with HMGB1 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646424,NONE,"GSE153520, GSE153522",0,SRX8456536,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087053,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456536
lps_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909920,SRX8456538,LPS challenge Donor 4-1,GSM4646425,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LPS for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646425,NONE,"GSE153520, GSE153522",0,SRX8456538,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087054,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456538
lps_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909919,SRX8456539,LPS challenge Donor 4-2,GSM4646426,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LPS for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646426,NONE,"GSE153520, GSE153522",0,SRX8456539,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087055,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456539
lta_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909918,SRX8456540,LTA challenge Donor 4-1,GSM4646427,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646427,NONE,"GSE153520, GSE153522",0,SRX8456540,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087056,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456540
lta_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909917,SRX8456541,LTA challenge Donor 4-2,GSM4646428,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with LTA for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646428,NONE,"GSE153520, GSE153522",0,SRX8456541,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087057,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456541
r848_challenge_donor_4-1,other,Homo sapiens,PAIRED,SRA,SRR11909916,SRX8456542,R848 challenge Donor 4-1,GSM4646429,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646429,NONE,"GSE153520, GSE153522",0,SRX8456542,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087058,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456542
r848_challenge_donor_4-2,other,Homo sapiens,PAIRED,SRA,SRR11909915,SRX8456543,R848 challenge Donor 4-2,GSM4646430,Public on Jun 30 2020,Jun 29 2020,Jun 30 2020,SRA,1,Healthy primary neutrophils challenged with R848 for 1 hour,Homo sapiens,9606,cell type: neutrophils,genomic DNA,GPL20795,"Samuel,,Yang",Emergency Medicine,Stanford University School of Medicine,1201 Welch Road,Palo Alto,CA,94305,USA,HiSeq X Ten,other,genomic,ATAC-seq,GSM4646430,NONE,"GSE153520, GSE153522",0,SRX8456543,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN15087059,https://www.ncbi.nlm.nih.gov/sra?term=SRX8456543
