sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,tissue,cell_type,donor,gender,genome_build,supplementary_files_format_and_content,biosample,sra
e_2_q,,,,,,,E_2_q,GSM3381872,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381872,NONE,"GSE119731, GSE119734",0,SRX4665817,Peripheral Blood,GM-CSF positive CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026333,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665817
e_2_r,,,,,,,E_2_r,GSM3381873,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381873,NONE,"GSE119731, GSE119734",0,SRX4665818,Peripheral Blood,GM-CSF positive CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026332,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665818
e_3_p,,,,,,,E_3_p,GSM3381874,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381874,NONE,"GSE119731, GSE119734",0,SRX4665819,Peripheral Blood,GM-CSF negative CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026282,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665819
e_3_q,,,,,,,E_3_q,GSM3381875,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381875,NONE,"GSE119731, GSE119734",0,SRX4665820,Peripheral Blood,GM-CSF negative CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026281,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665820
e_3_r,,,,,,,E_3_r,GSM3381876,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381876,NONE,"GSE119731, GSE119734",0,SRX4665821,Peripheral Blood,GM-CSF negative CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026280,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665821
e_4_p,,,,,,,E_4_p,GSM3381877,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381877,NONE,"GSE119731, GSE119734",0,SRX4665822,Peripheral Blood,Bulk CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026279,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665822
e_4_q,,,,,,,E_4_q,GSM3381878,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381878,NONE,"GSE119731, GSE119734",0,SRX4665823,Peripheral Blood,Bulk CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026331,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665823
e_4_r,,,,,,,E_4_r,GSM3381879,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381879,NONE,"GSE119731, GSE119734",0,SRX4665824,Peripheral Blood,Bulk CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026330,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665824
e_5_p,,,,,,,E_5_p,GSM3381880,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381880,NONE,"GSE119731, GSE119734",0,SRX4665825,Peripheral Blood,Memory CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026329,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665825
e_5_q,,,,,,,E_5_q,GSM3381881,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381881,NONE,"GSE119731, GSE119734",0,SRX4665826,Peripheral Blood,Memory CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026328,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665826
e_5_r,,,,,,,E_5_r,GSM3381882,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381882,NONE,"GSE119731, GSE119734",0,SRX4665827,Peripheral Blood,Memory CD4 T cells,E,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026327,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665827
f_1_p,,,,,,,F_1_p,GSM3381883,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381883,NONE,"GSE119731, GSE119734",0,SRX4665828,Peripheral Blood,Naive CD4 T cells,F,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026325,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665828
f_1_q,,,,,,,F_1_q,GSM3381884,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381884,NONE,"GSE119731, GSE119734",0,SRX4665829,Peripheral Blood,Naive CD4 T cells,F,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026324,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665829
f_1_r,,,,,,,F_1_r,GSM3381885,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381885,NONE,"GSE119731, GSE119734",0,SRX4665830,Peripheral Blood,Naive CD4 T cells,F,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026323,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665830
f_2_p,,,,,,,F_2_p,GSM3381886,Public on Jul 21 2021,Sep 10 2018,Jul 21 2021,SRA,1,Peripheral Blood,Homo sapiens,9606,"Peripheral blood mononuclear cell (PBMC) isolation by Ficoll gradient, followed by magnetic activated cell sorting (MACS) of given CD4 T cell sub-populations as follows. Naive, total (bulk) and memory CD4 T cells were isolated in parallel by negative magnetic isolation according to the manufacturer's protocol (Miltenyi Biotec). From an aliquot of total CD4 T cells, GM-CSF producing and GM-CSF negative cells were subsequently isolated without restimulation using the GM-CSF Secretion Assay - Cell  ...",Primary cells from human peripheral blood.,genomic DNA,"Nuclear isolation was carried out according to Buenrostro et al. 2013 (PMID: 24097267)., Library construction including tagmentation and PCR amplification was performed according to Buenrostro et al. 2013 (PMID: 24097267) followed by additional gel size selection of DNA in the size range of 150-230 base pairs.","Base-calling was performed using Illumina HiSeq Control/Real Time Analysis software., Base-call files were demultiplexed and converted to fastq files using bcl2fastq version 2.17.1.14., Fastq files were adapter-trimmed using scythe version 0.991 and quality-trimmed using sickle version 1.33., Trimmed fastq files were aligned to the human genome version hg38 using bowtie version 2.3.0 with the ‘--very-sensitive’ setting., Bam files were sorted, indexed and filtered using samtools version 0.1.19 t ...",GPL16791,"Szabolcs,,Éliás",Karolinska Institute,Karolinska University Hospital,Stockholm,17176,Sweden,Illumina HiSeq 2500,other,genomic,ATAC-seq,GSM3381886,NONE,"GSE119731, GSE119734",0,SRX4665831,Peripheral Blood,GM-CSF positive CD4 T cells,F,male,hg38,tab delimited text file containing read counts at reproducibly accessible genomic regions (consensus peaks),https://www.ncbi.nlm.nih.gov/biosample/SAMN10026322,https://www.ncbi.nlm.nih.gov/sra?term=SRX4665831
